Year,Survey,StationCode,TowsCompleted,Index,VolumeOfAllTows,SampDate,TemperatureTop,TemperatureBottom,Secchi,ConductivityTop,ConductivityBottom,TideCode,DepthBottom,CableOut,TowDirection,WindDirection,Microcystis,TurbidityTop,Weather,Waves,StartLatDegrees,StartLatMinutes,StartLatSeconds,StartLongDegrees,StartLongMinutes,StartLongSeconds,EndLatDegrees,EndLatMinutes,EndLatSeconds,EndLongDegrees,EndLongMinutes,EndLongSeconds,Latitude,Longitude,<>,Age-0 Striped Bass,American Shad,Bay Goby,Chameleon Goby,Cheekspot Goby,Crangon,Gobies (Unid),Herring (Unid),Jacksmelt,Jelly (UNID),Largemouth Bass,Lepomis (UNID),Longfin Smelt,Maeotias,Mississippi Silverside,Northern Anchovy,Pacific Herring,Pacific Lamprey,Palaemon,Plainfin Midshipman,Prickly Sculpin,Rainwater Killifish,Shimofuri Goby,Shokihaze Goby,Siberian prawn,Splittail,Staghorn Sculpin,Starry Flounder,Threadfin Shad,Three Spine Stickleback,Topsmelt,Trid_SB0 (UNID),Tridentiger spp,Tule Perch,Unknown Damaged (UNID),Unknown Fish (UNID),Unknown Invertebrate (UNID),Wakasagi,White Catfish,Yellowfin Goby
2021,3,519,3,1,3284,7/8/2021,18.5,18.4,34,19263,17969,2,5,75,2,SW,2,23.8,1,3,38,4,25.4,121,57,30.1,38,4,25.6,121,57,11.2,38.07372222,-121.9583611,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,520,3,1,2924,7/8/2021,21,20.7,80,6659,6825,2,44,225,2,W,3,7.1,1,2,38,1,55.9,121,51,54.3,38,1,56.2,121,51,46.2,38.03219444,-121.8650833,,,,,,,1,,,,,,,,15,,1,,,,,,,,,,,,,,,,,4,,,,,,,
2021,3,602,3,1,2947,7/6/2021,19.8,19.4,30,20249,19504,4,6,75,2,S,1,50.9,1,3,38,7,0.9,122,2,33.1,38,6,52.8,122,2,44.1,38.11691667,-122.0425278,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,2,,,,,,,,,,,
2021,3,606,3,1,2963,7/6/2021,20.6,20.4,51,15899,16452,2,25,200,2,W,1,20.5,1,2,38,10,11.2,122,1,33.8,38,10,14.7,122,1,10,38.16977778,-122.0260556,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,134,,4,,,,,
2021,3,609,3,1,2895,7/6/2021,19.6,19.1,49,13601,13872,2,30,225,2,S,1,22.1,1,3,38,10,1.8,121,56,20,38,10,1.7,121,56,4.8,38.16716667,-121.9388889,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,64,,2,,,,,2
2021,3,610,3,1,2865,7/6/2021,18.8,18.4,35,13056,12972,2,14,125,2,S,1,24.6,3,1,38,32,32.2,121,53,3.3,38,7,4.6,121,53,21.6,38.54227778,-121.88425,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,2,1,,,47,,3,,,,,
2021,3,704,3,1,2617,7/7/2021,21.5,21,72,5968,6312,4,35,225,2,W,2,11.2,1,3,38,3,58.9,121,47,5,38,3,54.4,121,47,9.4,38.06636111,-121.7847222,,,,,,,,,,,,,,,210,,,,,,,,,1,,1,,,,1,,,,116,,2,,,,,2
2021,3,706,3,1,1071,7/7/2021,21.8,21.8,61,3899,5596,4,31,225,2,W,2,11.8,1,2,38,5,4.2,121,45,10,38,4,59.6,121,45,15.9,38.0845,-121.7527778,,1,1,,,,,,,,,,,,25,,,,,6,,,,1,2,,,,,,,,,148,,4,,,,,
2021,3,707,3,1,3095,7/8/2021,22.8,22.5,78,319,365,2,31,225,2,S,2,8.8,1,1,38,6,52.6,121,42,26.1,38,7,6,121,42,12.3,38.11461111,-121.70725,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,42,,2,,,,,
2021,3,711,2,1,1799,7/7/2021,25.3,25.5,165,141,175,2,13,125,2,E,1,4,1,1,38,10,38.3,121,39,47.2,38,10,30.6,121,39,24,38.17730556,-121.6631111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,713,2,0,1812,7/9/2021,22.4,22.2,82,278,266,2,40,225,2,NA,2,12.2,2,1,38,5,48.1,121,43,52.9,38,12,22.4,121,39,37.3,38.09669444,-121.7313611,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,
2021,3,716,2,0,1760,7/9/2021,22.3,22,84,216,204,2,40,225,2,E,2,8.5,2,1,38,14,6.1,121,40,53.9,38,14,7,121,40,57.1,38.23502778,-121.6816389,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2021,3,719,2,0,1928,7/9/2021,22.1,21.8,17,322,235,2,35,225,2,NA,3,44.7,1,1,38,19,57.7,121,38,51.8,0,0,0,0,0,0,38.33269444,-121.6477222,,1,4,,,,,,1,,,,,,,2,,,,,,,,10,,97,,,,22,,,,14,,5,,,,4,
2021,3,722,2,,1463,7/9/2021,22.1,22.1,83,205,205,2,21,175,2,NA,2,10.6,2,1,38,15,16,121,41,17.3,38,15,21.4,121,41,24.9,38.25444444,-121.6881389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,723,2,0,1950,7/9/2021,22.3,22.3,81,210,213,2,40,225,2,NA,1,11.5,2,1,38,14,14.6,121,40,23.7,38,14,25.8,121,40,20,38.23738889,-121.67325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,3,,,,,,,
2021,3,795,2,0,1862,7/9/2021,24.8,22.8,68,1111,873,2,38,225,2,N,1,7.4,1,1,38,32,5.2,121,35,4.7,38,32,24.7,121,35,4.8,38.53477778,-121.5846389,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,4,,,,27,,5,,,,,
2021,3,796,2,0,1834,7/9/2021,23.3,23.2,27,841,779,2,34,225,2,N,2,24.9,1,1,38,28,29.2,121,35,3.1,38,28,44.3,121,35,4.2,38.47477778,-121.5841944,,5,1,,,,,,,,,,,,,,,,,,,,,7,,28,,,,9,,,,31,,11,,,1,1,
2021,3,797,2,0,1903,7/9/2021,21.8,21.4,12,532,460,2,35,225,2,N,2,65,1,1,38,24,11.1,121,36,58.1,38,24,35.2,121,36,46.9,38.40308333,-121.6161389,,3,5,,,,,1,3,,,,,,,,,,,,,,,20,,314,,,,13,,,,13,,2,,,1,7,1
2021,3,801,3,1,2951,7/8/2021,19.8,19.4,110,9898,11709,2,22,175,2,N,2,6.3,1,2,38,1,51.1,121,45,47.6,38,2,42.8,121,50,33.6,38.03086111,-121.7632222,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,,1
2021,3,804,2,1,2105,7/8/2021,21.7,21.7,103,3346,3464,2,34,225,2,W,3,7.6,1,1,38,1,2.8,121,47,46.6,38,1,1.4,121,47,35,38.01744444,-121.7962778,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,809,3,1,2777,7/6/2021,20.6,19.9,93,2438,1710,2,42,225,2,SW,3,9.5,1,2,38,3,2,121,41,41.4,38,3,7.6,121,41,35.7,38.05055556,-121.6948333,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,1,,,,,
2021,3,812,2,1,1032,7/6/2021,21.4,20.7,97,980,972,2,38,225,2,SW,3,8,1,3,38,5,25.3,121,38,36.3,38,5,25.3,,,,38.09036111,-121.6434167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,815,2,1,1889,7/6/2021,22.6,21.1,142,470,446,2,16,150,2,SW,3,5.8,1,2,38,5,8.8,121,34,18,,,,,,,38.08577778,-121.5716667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,902,3,1,2711,7/7/2021,23.8,23.7,129,699,476,2,25,175,2,E,3,4.9,1,1,38,1,15.1,121,34,57.4,38,1,3.4,121,34,55.6,38.02086111,-121.5826111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
2021,3,906,3,1,2767,7/6/2021,23.8,22.2,148,558,549,2,38,225,2,SW,3,4.5,1,1,38,3,3.9,121,30,25.7,38,2,57.9,121,30,19.1,38.05108333,-121.5071389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021,3,910,2,1,1816,7/6/2021,25.1,23.4,124,507,506,2,35,225,2,NA,3,4.7,1,1,38,0,16.1,121,27,7.5,38,0,4,121,26,59.1,38.00447222,-121.4520833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,912,3,1,2797,7/6/2021,26.2,25.2,112,406,247,2,38,225,2,NA,3,4.1,1,1,37,58,0,121,22,9.7,37,57,47.3,121,21,53.8,37.96666667,-121.3693611,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2021,3,914,3,1,2814,7/7/2021,24.3,22.8,210,599,586,2,28,225,2,NA,4,4.5,1,1,37,58,9.4,121,31,40.7,37,57,57.5,121,31,50.3,37.96927778,-121.5279722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
2021,3,915,3,1,2804,7/7/2021,24.2,23.3,114,682,548,2,30,225,2,NA,4,4.8,1,1,37,56,50.9,121,34,8.8,37,56,38.3,121,34,4,37.94747222,-121.5691111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
2021,3,918,3,1,2758,7/7/2021,24.4,23.5,81,685,578,2,22,175,2,E,4,6.5,1,1,37,51,36.8,121,34,6.3,37,51,26.4,121,33,55.4,37.86022222,-121.5684167,,,,,,,,,,,,,,,,,,,,1,,,,1,,2,,,,,,,,5,,1,,,,1,
2021,3,919,2,1,1772,7/6/2021,23.8,24.4,230,198,207,2,24,200,2,W,2,3,1,1,38,6,19.2,121,29,41.6,38,6,31.7,121,30,2.6,38.10533333,-121.4948889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,323,3,1,2644,7/20/2021,19.2,18.8,50,34009,35149,4,12,100,2,SW,1,13.6,1,3,38,2,44,122,17,14.3,38,2,43.8,122,17,29.8,38.04555556,-122.2873056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021,4,340,3,0,33834,7/20/2021,18.9,18.4,96,32414,32186,3,15,125,2,SW,1,6.1,1,1,38,5,53.7,122,15,44.9,38,5,46,122,15,37.2,38.09825,-122.2624722,,,,,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,405,3,1,2689,7/20/2021,20.1,19.8,54,24998,25513,4,12,100,2,SW,1,11.6,1,1,38,2,22.9,122,8,51.7,38,2,23.2,122,9,3,38.03969444,-122.1476944,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,411,2,1,1856,7/20/2021,20.2,20.2,34,23980,24679,4,14,125,2,SW,1,17.1,1,2,38,3,9.3,122,4,27.6,38,3,6.2,122,4,40.4,38.05258333,-122.0743333,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,418,3,1,2941,7/20/2021,20.5,19.9,71,22953,23810,4,35,225,2,SW,1,8.1,1,2,38,4,9,122,5,44.1,38,4,4.1,122,5,41.9,38.06916667,-122.0955833,,,,,,,104,,,,4,,,,1,,1,,,6,,,,,,,,,,,,2,,2,,,,,,,
2021,4,501,2,1,1909,7/20/2021,20.8,20.3,62,18360,21605,4,30,225,2,SW,1,9.2,1,3,38,4,21.1,122,1,26.4,38,4,26.5,122,1,38,38.07252778,-122.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,504,3,1,2714,7/21/2021,20.1,19.5,,18703,20144,2,26,200,2,W,1,16.5,1,3,38,3,13.6,121,59,19.2,38,3,10.4,121,59,8.9,38.05377778,-121.9886667,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,3,,,,,,,
2021,4,508,3,1,2709,7/21/2021,20.3,20.1,45,12117,13207,2,39,225,2,SW,2,23,1,3,38,2,51.8,121,55,3.5,38,2,50.2,121,55,4.5,38.04772222,-121.9176389,,,,,1,,37,,,,,,,,520,,,,,,,,,,3,,,,1,1,,,,4,,,,,,,2
2021,4,513,3,1,2584,7/21/2021,20.7,20.1,72,9049,9427,2,52,225,2,SW,2,8.5,1,3,38,3,34.8,121,52,5.3,38,3,33.9,121,52,0.4,38.05966667,-121.8681389,,,,,,,,,,,,,,,400,,3,,,,,,,,4,,,,,,,,,10,,,1,,,,
2021,4,519,2,1,1906,7/20/2021,20.8,20.9,33,16420,16583,4,4,75,2,SW,1,18.6,1,3,38,4,24.6,121,57,29.4,38,4,24.4,121,57,42.6,38.0735,-121.9581667,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,520,3,1,2689,7/21/2021,21.5,21.5,93,5996,6064,2,48,225,2,W,3,7,1,3,38,1,56.2,121,51,53.1,38,1,55.5,121,51,36.8,38.03227778,-121.86475,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021,4,602,3,1,2755,7/19/2021,20.9,20.8,62,20738,20295,4,7,75,2,SW,1,11.8,1,2,38,6,54.6,122,2,36.8,38,6,43.8,122,2,52,38.11516667,-122.0435556,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,7,,,,,,,
2021,4,606,3,1,2609,7/19/2021,21.9,21.6,38,18224,18684,4,26,200,2,SW,1,33.8,1,1,38,10,8.9,122,1,30,38,10,12,122,1,42.1,38.16913889,-122.025,,,,,,,46,,,,,,,,1,,9,,,4,,,,19,83,21,,,,,,,,211,,2,,,,,1
2021,4,609,3,1,2698,7/19/2021,21.5,21.2,69,15550,15468,3,26,200,2,SW,1,12.3,1,1,38,10,2.2,121,56,13.4,38,10,1.4,121,56,26.8,38.16727778,-121.9370556,,,,,,,,,,,,,,,11,,,,,,,,,1,,,,,,,,,,14,,,,,,,
2021,4,610,3,1,2589,7/19/2021,21.1,20.7,47,13234,13103,2,14,125,2,SW,1,23.4,1,1,38,7,14.2,121,53,19.3,38,7,4,121,53,22.3,38.12061111,-121.8886944,,5,,,,,1,,,,,,,,111,,9,,,,,,,1,,,,,,,,,,96,1,2,,,,,3
2021,4,704,3,1,2660,7/20/2021,22.3,22.5,36,4540,2789,4,30,225,2,SW,4,15.2,1,2,38,4,6,121,47,6.6,38,3,58.7,121,47,17.2,38.06833333,-121.7851667,,,,,,,8,,,,,,,,165,,2,,,8,,,,,8,2,,,,,,,,9,,,,,,,
2021,4,706,3,1,2746,7/20/2021,23.1,22.4,34,1460,3019,4,29,225,2,SW,4,15.7,1,3,38,5,10,121,45,2.3,38,5,5.2,121,45,10.1,38.08611111,-121.7506389,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,205,,12,,,,,
2021,4,707,3,1,2765,7/20/2021,23.5,23.1,54,330,302,3,30,225,2,SW,3,10.4,1,3,38,6,58.2,121,42,20.9,38,6,45.2,121,42,37.6,38.11616667,-121.7058056,,1,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,34,,2,,,,,
2021,4,711,3,1,2134,7/21/2021,23.1,22,63,378,338,2,12,125,2,SW,3,10.8,1,2,38,10,38.1,121,39,45.6,38,10,35,121,39,36.8,38.17725,-121.6626667,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,
2021,4,713,2,0,1878,7/21/2021,22.7,22,62,212,113,2,40,225,2,SW,3,10.4,1,1,38,12,16.8,121,39,32.4,38,12,21.9,121,39,34.2,38.20466667,-121.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2021,4,716,2,0,1888,7/21/2021,22.2,21.5,60,217,110,2,40,225,2,NW,3,7.5,1,1,38,14,20.1,121,41,5.8,38,14,30.7,121,41,14.9,38.23891667,-121.6849444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,719,2,0,1817,7/23/2021,23.2,23.4,22,393,87,2,32,225,2,NA,2,56.5,1,1,38,19,56.7,121,38,52.8,38,20,7.9,121,38,49.7,38.33241667,-121.648,,,,,,,,,,,,,,,,,,,1,,,,,11,,193,,,,31,,,,2,,12,,,1,4,
2021,4,722,2,,1852,7/21/2021,21.9,21.7,80,209,134,2,25,200,2,W,3,6.8,1,1,38,15,13.1,121,41,13.9,38,15,24.4,121,41,25.1,38.25363889,-121.6871944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,723,2,0,1927,7/21/2021,23.3,22.8,29,233,128,3,35,225,2,SW,3,18.4,1,1,38,14,13.7,121,40,23.2,38,14,30.6,121,40,18.2,38.23713889,-121.6731111,,1,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,3,,,,1,,,,,,3,
2021,4,795,2,0,38859,7/23/2021,22.5,22.2,52,1062,687,2,37,225,2,N,1,15.6,1,1,38,32,10.4,121,35,4.7,38,32,26.8,121,35,4.4,38.53622222,-121.5846389,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,,15,,,,52,,,,,,,
2021,4,796,2,0,1855,7/23/2021,22.5,21.6,28,811,783,2,34,225,2,NE,1,36.6,1,1,38,28,20.3,121,35,3.6,38,28,36,121,35,3.9,38.47230556,-121.5843333,,2,,,1,,,,,,,,,,,2,,,,,,,,27,,494,,,,74,,,,55,,,,,4,4,
2021,4,797,2,0,1848,7/23/2021,22.9,22.1,24,615,573,2,33,225,2,NE,1,66.4,1,1,38,24,13.3,121,36,57.5,38,24,26.8,121,36,51.8,38.40369444,-121.6159722,,1,,,,,,,,,,,,,,,,,,,,,,59,,498,,,,121,,,,42,,12,,,3,1,3
2021,4,801,3,1,2383,7/21/2021,21.6,21,78,5971,6022,2,20,175,2,W,2,8.6,1,3,38,2,37.4,121,50,39.9,38,2,32.2,121,50,37.7,38.04372222,-121.8444167,,,,,,,,,,,,,,,106,,1,,,,,,,,,41,,,,,,,,12,,1,,,,,
2021,4,804,2,1,1678,7/21/2021,22.6,22.3,83,2816,2902,3,33,225,2,W,3,6.6,1,3,38,0,59.7,121,47,33.9,38,1,2.8,121,47,52.7,38.01658333,-121.79275,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,809,3,1,2789,7/19/2021,22.9,21.6,63,1554,1055,2,40,225,2,SW,2,10,2,1,38,3,0.9,121,41,44,38,3,7.9,121,41,34.2,38.05025,-121.6955556,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2021,4,812,3,1,2778,7/20/2021,23.2,22.6,47,698,494,2,30,225,2,W,4,9.3,1,2,38,5,27.7,121,38,38.3,38,5,24.6,121,38,26.7,38.09102778,-121.6439722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,1
2021,4,815,2,1,1858,7/20/2021,24.4,23,87,417,379,2,20,175,2,W,4,,1,1,38,5,13,121,34,20.7,,,,,,,38.08694444,-121.5724167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,902,3,1,2060,7/19/2021,23.5,23,78,708,402,2,26,200,2,NA,3,8.4,1,1,38,1,10,121,34,56.5,38,0,55.9,121,34,53.9,38.01944444,-121.5823611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,
2021,4,906,3,1,2687,7/20/2021,24.4,22.7,92,506,296,2,34,225,2,NW,4,3.9,2,1,38,3,6,121,30,30.2,38,2,59.8,121,30,21.8,38.05166667,-121.5083889,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,
2021,4,910,2,1,1958,7/19/2021,27,26.7,70,487,389,4,40,225,2,W,4,3.8,1,1,38,0,16,121,27,6.7,38,0,30.1,121,27,16.6,38.00444444,-121.4518611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,912,2,1,1898,7/19/2021,26.6,26,90,352,350,4,40,225,2,W,5,5.3,1,1,37,57,56.2,121,22,4,,,,,,,37.96561111,-121.3677778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,914,2,1,1896,7/19/2021,25.9,25.6,99,633,322,4,31,225,2,W,4,3.3,1,1,37,58,7.7,121,31,43.2,37,58,16.4,121,31,21.1,37.96880556,-121.5286667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,915,3,1,2807,7/19/2021,25.1,23.3,80,704,704,2,30,225,2,NA,4,5.2,1,1,37,56,49.6,121,34,8.7,37,56,37.5,121,34,1,37.94711111,-121.5690833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2021,4,918,3,1,2809,7/19/2021,26.1,25.2,92,745,734,2,24,200,2,NA,4,6.1,1,1,37,51,45,121,34,13.9,37,51,33.9,121,34,3.2,37.8625,-121.5705278,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
2021,4,919,2,1,1935,7/20/2021,24.8,23.1,180,175,193,2,24,200,2,NA,2,3,3,1,38,6,19.6,121,29,40.7,38,6,23.6,121,29,54.5,38.10544444,-121.4946389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,323,3,1,2922,8/2/2021,20.9,19.8,67,36933,21463,2,10,100,2,SW,1,6.3,1,2,38,2,46.6,122,17,3.8,38,2,54.9,122,16,47.5,38.04627778,-122.2843889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,340,3,0,2877,8/2/2021,20.6,20.7,38,32770,15474,2,13,100,2,SW,1,10.1,1,1,38,5,48.4,122,15,38.9,38,5,57.9,122,15,49.3,38.09677778,-122.2608056,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
2021,5,405,3,1,2922,8/4/2021,19,18.7,20,24236,24508,2,15,125,2,SW,1,66.3,2,2,38,2,22.9,122,9,8.5,38,2,21,122,8,57.5,38.03969444,-122.1523611,,,,,,,190,,,,,,,,2,,3,,,15,10,,,,,,,,,,,,,6,,,,,,,4
2021,5,411,3,1,2671,8/5/2021,20.1,19.3,30,21278,21280,4,15,150,2,SW,2,16.8,1,2,38,3,6.7,122,4,36.7,38,3,2.6,122,4,46.9,38.05186111,-122.0768611,,1,,,,,63,,,,,,,,,,2,,,7,6,,,,12,,,,,,,,,3,,,,,,,4
2021,5,418,3,1,1921,8/4/2021,19.1,18.7,12,21247,22040,2,31,225,2,SW,1,51.5,1,3,38,4,8.7,122,5,41.8,38,4,21.6,122,5,30.7,38.06908333,-122.0949444,,,,,,,108,,,,,,,,,,13,,,7,2,,,,1,,,,,,,1,,4,,,,,,,1
2021,5,501,2,1,1845,8/2/2021,20.2,20,36,20332,16850,4,26,200,2,NW,2,13.4,1,3,38,4,22.1,122,1,26.8,38,4,29.9,122,1,37.9,38.07280556,-122.0241111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,504,3,1,2678,8/5/2021,20.6,20,68,13687,15547,4,20,175,2,SW,2,9.2,1,1,38,3,3.6,121,58,59.8,38,3,11.5,121,59,11.7,38.051,-121.9832778,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021,5,508,2,1,1971,8/5/2021,19.6,19.2,42,10728,10773,2,25,200,2,SW,2,24.2,2,3,38,2,58.3,121,54,57.6,38,2,59.8,121,54,49.4,38.04952778,-121.916,,,,,,,,,,,,,,,23,,,,,1,,,,,,,,,,,,,,,,,,,,,
2021,5,513,3,1,3021,8/2/2021,20.7,19.8,57,8122,7754,4,38,225,2,NW,3,9.6,1,3,38,3,27,121,52,7.3,38,3,19.5,121,52,17.8,38.0575,-121.8686944,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021,5,519,3,1,2353,8/5/2021,18.8,18,12,17158,16724,4,4,75,2,SW,2,43.6,2,3,38,4,24.8,121,57,37.4,38,4,22.9,121,57,52,38.07355556,-121.9603889,,2,,,,,2,,,,,,,,5,,1,,,,,,,,,,,,,,,,,1,,,,,,,2
2021,5,520,2,1,1794,8/3/2021,22.4,22.5,58,8205,9713,4,41,225,2,W,3,10.7,1,2,38,1,56.5,121,51,51,38,1,55.8,121,52,2.1,38.03236111,-121.8641667,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,602,3,1,2577,8/5/2021,19.8,19.5,15,18374,17139,4,5,75,2,SW,2,38.6,2,3,38,6,57.2,122,2,27.1,38,6,48,122,2,32.6,38.11588889,-122.0408611,,,,,,,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,3,,,,,,,
2021,5,606,3,1,2643,8/4/2021,21.2,21,42,17859,18149,4,22,175,2,SW,1,13.5,1,1,38,10,11.9,122,1,24.7,38,10,11.7,122,1,35.3,38.16997222,-122.0235278,,,,,,,13,,,,,,,,,,5,,,4,,,,,26,5,,,,,,,,76,,,,,,,1
2021,5,609,3,1,2728,8/4/2021,20.6,20.6,41,15513,15609,4,35,225,2,SW,1,12.1,1,1,38,10,2.1,121,56,16.3,38,10,1.8,121,56,30.7,38.16725,-121.9378611,,,,,,,,,,,,,,,8,,,,,1,,,,,1,,,,,,,1,,3,,,,,,,
2021,5,610,3,1,2722,8/4/2021,20.5,20.4,34,12332,12425,4,16,150,2,SW,1,17.4,1,2,38,7,4.7,121,53,22.3,38,7,17.7,121,53,20,38.11797222,-121.8895278,,,,,,,,,,,,,,,270,,2,,,,,,,,,1,,,,,,,,8,,,,,,,
2021,5,704,3,1,2732,8/3/2021,21.1,21.2,44,3598,4352,4,26,200,2,W,2,11.9,1,2,38,4,6,121,47,9.3,38,4,0.6,121,47,19.8,38.06833333,-121.7859167,,,,,,,,,,,,,,,38,,,,,3,,,,,5,,,,,,,,,25,,,,,,,
2021,5,706,3,1,2781,8/3/2021,21.6,21.1,58,1100,1940,4,26,200,2,W,2,10.2,1,3,38,5,16.4,121,44,50.4,38,5,9.3,121,45,2.5,38.08788889,-121.7473333,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,21,,3,,,,,
2021,5,707,3,1,2823,8/2/2021,21.9,21.7,82,291,303,2,32,225,2,SW,2,7.1,1,3,38,6,52.8,121,42,23.6,38,7,5.9,121,42,8.2,38.11466667,-121.7065556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021,5,711,2,1,1812,8/4/2021,21.7,20.9,119,324,519,2,14,125,2,W,3,6.3,1,1,38,10,36.2,121,39,39.9,38,10,33.4,121,39,29.6,38.17672222,-121.6610833,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,713,2,0,1832,8/4/2021,21.4,20.8,126,204,365,2,44,225,2,W,2,5.4,1,1,38,12,16.9,121,39,26.6,38,12,24,121,39,32.7,38.20469444,-121.6573889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,716,2,0,1854,8/4/2021,20.8,20.3,124,203,207,2,66,225,2,SW,2,5.8,1,3,38,14,17.8,121,41,4,38,14,25.7,121,41,10,38.23827778,-121.6844444,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,
2021,5,719,2,0,1880,8/5/2021,21.1,20.4,31,342,158,2,45,225,2,NE,1,36.7,3,2,38,20,4.3,121,38,49.9,38,20,18.5,121,38,45.6,38.33452778,-121.6471944,,,,,,,,,,,,,,,,2,,,,,,,,9,,122,,,,37,,,,,,1,,,2,,
