Date,ds_year,month,Source,Station,Region,SubRegion,ds_year_type,Season,samples_in_month,chlaAvg,chlaAvg_log10
1977-05-24T07:00:00Z,1977,5,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Spring,1,351.98,2.5465179869542514
1977-05-09T07:00:00Z,1977,5,EMP,C9,South-Central Delta,Victoria Canal,Critical,Spring,1,3.86,0.5865873046717549
1977-05-25T07:00:00Z,1977,5,EMP,C9,South-Central Delta,Victoria Canal,Critical,Spring,1,2.32,0.3654879848908996
1977-05-12T07:00:00Z,1977,5,EMP,D10,Confluence,Confluence,Critical,Spring,1,4.01,0.6031443726201823
1977-05-27T07:00:00Z,1977,5,EMP,D10,Confluence,Confluence,Critical,Spring,1,7.56,0.8785217955012065
1977-05-27T07:00:00Z,1977,5,EMP,D11,Confluence,Lower Sacramento River,Critical,Spring,1,7.41,0.8698182079793282
1977-05-12T07:00:00Z,1977,5,EMP,D12,Confluence,Lower San Joaquin River,Critical,Spring,1,5.4,0.7323937598229685
1977-05-27T07:00:00Z,1977,5,EMP,D12,Confluence,Lower San Joaquin River,Critical,Spring,1,7.87,0.8959747323590646
1977-05-27T07:00:00Z,1977,5,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Spring,1,3.09,0.4899584794248346
1977-05-12T07:00:00Z,1977,5,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Spring,1,3.71,0.5693739096150459
1977-05-27T07:00:00Z,1977,5,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Spring,1,3.71,0.5693739096150459
1977-05-11T07:00:00Z,1977,5,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Spring,1,3.24,0.5105450102066121
1977-05-26T07:00:00Z,1977,5,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Spring,1,2.93,0.4668676203541095
1977-05-11T07:00:00Z,1977,5,EMP,D19,South-Central Delta,Franks Tract,Critical,Spring,1,2.62,0.41830129131974547
1977-05-26T07:00:00Z,1977,5,EMP,D19,South-Central Delta,Franks Tract,Critical,Spring,1,2.93,0.4668676203541095
1977-05-11T07:00:00Z,1977,5,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Spring,1,6.33,0.8014037100173551
1977-05-26T07:00:00Z,1977,5,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Spring,1,6.79,0.8318697742805017
1977-05-11T07:00:00Z,1977,5,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Spring,1,13.12,1.1179338350396415
1977-05-26T07:00:00Z,1977,5,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Spring,1,10.5,1.021189299069938
1977-05-11T07:00:00Z,1977,5,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Spring,1,4.63,0.6655809910179531
1977-05-26T07:00:00Z,1977,5,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Spring,1,2.93,0.4668676203541095
1977-05-10T07:00:00Z,1977,5,EMP,D28A,South-Central Delta,Old River,Critical,Spring,1,2.62,0.41830129131974547
1977-05-25T07:00:00Z,1977,5,EMP,D28A,South-Central Delta,Old River,Critical,Spring,1,2.78,0.4440447959180762
1977-05-11T07:00:00Z,1977,5,EMP,D4,Confluence,Lower Sacramento River,Critical,Spring,1,5.4,0.7323937598229685
1977-05-26T07:00:00Z,1977,5,EMP,D4,Confluence,Lower Sacramento River,Critical,Spring,1,8.03,0.9047155452786809
1977-05-12T07:00:00Z,1977,5,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Spring,1,2.01,0.30319605742048883
1977-05-27T07:00:00Z,1977,5,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Spring,1,1.7,0.2304489213782739
1977-05-11T07:00:00Z,1977,5,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Spring,1,3.24,0.5105450102066121
1977-05-26T07:00:00Z,1977,5,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Spring,1,4.17,0.6201360549737575
1977-05-12T07:00:00Z,1977,5,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Spring,1,2.93,0.4668676203541095
1977-05-27T07:00:00Z,1977,5,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Spring,1,3.09,0.4899584794248346
1977-05-11T07:00:00Z,1977,5,EMP,D9,Suisun Bay,Honker Bay,Critical,Spring,1,3.4,0.5314789170422551
1977-05-26T07:00:00Z,1977,5,EMP,D9,Suisun Bay,Honker Bay,Critical,Spring,1,4.63,0.6655809910179531
1977-05-10T07:00:00Z,1977,5,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Spring,1,5.71,0.756636108245848
1977-05-24T07:00:00Z,1977,5,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Spring,1,4.48,0.651278013998144
1977-05-09T07:00:00Z,1977,5,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Spring,1,351.98,2.5465179869542514
1977-05-25T07:00:00Z,1977,5,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Spring,1,203.78,2.309161557904644
1977-05-10T07:00:00Z,1977,5,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Spring,1,27.02,1.4316853446860118
1977-05-25T07:00:00Z,1977,5,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Spring,1,12.81,1.1075491297446862
1977-05-11T07:00:00Z,1977,5,USGS-SFBRMP,2,Confluence,Confluence,Critical,Spring,1,4.7,0.6720978579357175
1977-05-24T07:00:00Z,1977,5,USGS-SFBRMP,2,Confluence,Confluence,Critical,Spring,1,10,1
1977-05-11T07:00:00Z,1977,5,USGS-SFBRMP,3,Confluence,Confluence,Critical,Spring,1,4.4,0.6434526764861874
1977-05-24T07:00:00Z,1977,5,USGS-SFBRMP,3,Confluence,Confluence,Critical,Spring,1,9.2,0.9637878273455552
1977-05-11T07:00:00Z,1977,5,USGS-SFBRMP,4,Suisun Bay,Honker Bay,Critical,Spring,1,3.4,0.5314789170422551
1977-05-24T07:00:00Z,1977,5,USGS-SFBRMP,4,Suisun Bay,Honker Bay,Critical,Spring,1,9.2,0.9637878273455552
1977-05-11T07:00:00Z,1977,5,USGS-SFBRMP,5,Suisun Bay,Mid Suisun Bay,Critical,Spring,1,3.3,0.5185139398778874
1977-05-24T07:00:00Z,1977,5,USGS-SFBRMP,5,Suisun Bay,Mid Suisun Bay,Critical,Spring,1,6,0.7781512503836436
1977-05-11T07:00:00Z,1977,5,USGS-SFBRMP,6,Suisun Bay,Mid Suisun Bay,Critical,Spring,1,2.9,0.4623979978989561
1977-05-24T07:00:00Z,1977,5,USGS-SFBRMP,6,Suisun Bay,Mid Suisun Bay,Critical,Spring,1,5.2,0.7160033436347992
1977-05-11T07:00:00Z,1977,5,USGS-SFBRMP,7,Suisun Bay,West Suisun Bay,Critical,Spring,1,2.5,0.3979400086720376
1977-05-24T07:00:00Z,1977,5,USGS-SFBRMP,7,Suisun Bay,West Suisun Bay,Critical,Spring,1,2.9,0.4623979978989561
1977-06-06T07:00:00Z,1977,6,EMP,C3,North Delta,Middle Sacramento River,Critical,Summer,1,18.53,1.2678754193188977
1977-06-22T07:00:00Z,1977,6,EMP,C3,North Delta,Middle Sacramento River,Critical,Summer,1,14.67,1.1664301138432827
1977-06-06T07:00:00Z,1977,6,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Summer,1,152.83,2.184208613111503
1977-06-22T07:00:00Z,1977,6,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Summer,1,138.94,2.1428272945383364
1977-06-07T07:00:00Z,1977,6,EMP,C9,South-Central Delta,Victoria Canal,Critical,Summer,1,4.48,0.651278013998144
1977-06-23T07:00:00Z,1977,6,EMP,C9,South-Central Delta,Victoria Canal,Critical,Summer,1,5.25,0.7201593034059569
1977-06-10T07:00:00Z,1977,6,EMP,D10,Confluence,Confluence,Critical,Summer,1,7.41,0.8698182079793282
1977-06-29T07:00:00Z,1977,6,EMP,D10,Confluence,Confluence,Critical,Summer,1,6.48,0.8115750058705934
1977-06-10T07:00:00Z,1977,6,EMP,D11,Confluence,Lower Sacramento River,Critical,Summer,1,11.42,1.0576661039098292
1977-06-10T07:00:00Z,1977,6,EMP,D12,Confluence,Lower San Joaquin River,Critical,Summer,1,10.34,1.0145205387579237
1977-06-29T07:00:00Z,1977,6,EMP,D12,Confluence,Lower San Joaquin River,Critical,Summer,1,13.12,1.1179338350396415
1977-06-10T07:00:00Z,1977,6,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Summer,1,5.25,0.7201593034059569
1977-06-10T07:00:00Z,1977,6,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,4.17,0.6201360549737575
1977-06-29T07:00:00Z,1977,6,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,5.56,0.7450747915820575
1977-06-09T07:00:00Z,1977,6,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,3.09,0.4899584794248346
1977-06-28T07:00:00Z,1977,6,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,3.4,0.5314789170422551
1977-06-09T07:00:00Z,1977,6,EMP,D19,South-Central Delta,Franks Tract,Critical,Summer,1,2.47,0.39269695325966575
1977-06-28T07:00:00Z,1977,6,EMP,D19,South-Central Delta,Franks Tract,Critical,Summer,1,3.24,0.5105450102066121
1977-06-09T07:00:00Z,1977,6,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,7.56,0.8785217955012065
1977-06-28T07:00:00Z,1977,6,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,10.03,1.0013009330204181
1977-06-09T07:00:00Z,1977,6,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,6.48,0.8115750058705934
1977-06-28T07:00:00Z,1977,6,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,8.65,0.9370161074648142
1977-06-09T07:00:00Z,1977,6,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Summer,1,2.78,0.4440447959180762
1977-06-28T07:00:00Z,1977,6,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Summer,1,3.09,0.4899584794248346
1977-06-06T07:00:00Z,1977,6,EMP,D28A,South-Central Delta,Old River,Critical,Summer,1,2.93,0.4668676203541095
1977-06-23T07:00:00Z,1977,6,EMP,D28A,South-Central Delta,Old River,Critical,Summer,1,3.71,0.5693739096150459
1977-06-09T07:00:00Z,1977,6,EMP,D4,Confluence,Lower Sacramento River,Critical,Summer,1,12.04,1.0806264869218056
1977-06-28T07:00:00Z,1977,6,EMP,D4,Confluence,Lower Sacramento River,Critical,Summer,1,12.66,1.1024337056813363
1977-06-10T07:00:00Z,1977,6,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Summer,1,1.7,0.2304489213782739
1977-06-29T07:00:00Z,1977,6,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Summer,1,2.32,0.3654879848908996
1977-06-09T07:00:00Z,1977,6,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Summer,1,3.86,0.5865873046717549
1977-06-28T07:00:00Z,1977,6,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Summer,1,3.55,0.5502283530550941
1977-06-10T07:00:00Z,1977,6,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,4.01,0.6031443726201823
1977-06-29T07:00:00Z,1977,6,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,4.32,0.6354837468149122
1977-06-09T07:00:00Z,1977,6,EMP,D9,Suisun Bay,Honker Bay,Critical,Summer,1,7.56,0.8785217955012065
1977-06-28T07:00:00Z,1977,6,EMP,D9,Suisun Bay,Honker Bay,Critical,Summer,1,8.03,0.9047155452786809
1977-06-06T07:00:00Z,1977,6,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Summer,1,4.32,0.6354837468149122
1977-06-22T07:00:00Z,1977,6,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Summer,1,4.94,0.693726948923647
1977-06-07T07:00:00Z,1977,6,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Summer,1,185.25,2.267758216651366
1977-06-23T07:00:00Z,1977,6,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Summer,1,265.53,2.4241135954680346
1977-06-06T07:00:00Z,1977,6,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Summer,1,8.65,0.9370161074648142
1977-06-23T07:00:00Z,1977,6,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Summer,1,7.26,0.8609366207000937
1977-06-08T07:00:00Z,1977,6,USGS-SFBRMP,2,Confluence,Confluence,Critical,Summer,1,14.1,1.14921911265538
1977-06-08T07:00:00Z,1977,6,USGS-SFBRMP,3,Confluence,Confluence,Critical,Summer,1,12.6,1.100370545117563
1977-06-08T07:00:00Z,1977,6,USGS-SFBRMP,4,Suisun Bay,Honker Bay,Critical,Summer,1,12,1.0791812460476249
1977-06-08T07:00:00Z,1977,6,USGS-SFBRMP,5,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,10.2,1.0086001717619175
1977-06-08T07:00:00Z,1977,6,USGS-SFBRMP,6,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,6.9,0.8388490907372553
1977-06-08T07:00:00Z,1977,6,USGS-SFBRMP,7,Suisun Bay,West Suisun Bay,Critical,Summer,1,4.5,0.6532125137753437
1977-07-06T07:00:00Z,1977,7,EMP,C3,North Delta,Middle Sacramento River,Critical,Summer,1,12.35,1.0916669575956846
1977-07-21T07:00:00Z,1977,7,EMP,C3,North Delta,Middle Sacramento River,Critical,Summer,1,7.56,0.8785217955012065
1977-07-06T07:00:00Z,1977,7,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Summer,1,104.98,2.021106568432122
1977-07-21T07:00:00Z,1977,7,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Summer,1,64.84,1.8118430061764774
1977-07-07T07:00:00Z,1977,7,EMP,C9,South-Central Delta,Victoria Canal,Critical,Summer,1,4.01,0.6031443726201823
1977-07-22T07:00:00Z,1977,7,EMP,C9,South-Central Delta,Victoria Canal,Critical,Summer,1,7.26,0.8609366207000937
1977-07-14T07:00:00Z,1977,7,EMP,D10,Confluence,Confluence,Critical,Summer,1,7.26,0.8609366207000937
1977-07-25T07:00:00Z,1977,7,EMP,D10,Confluence,Confluence,Critical,Summer,1,6.02,0.7795964912578245
1977-07-14T07:00:00Z,1977,7,EMP,D11,Confluence,Lower Sacramento River,Critical,Summer,1,11.12,1.0461047872460387
1977-07-25T07:00:00Z,1977,7,EMP,D11,Confluence,Lower Sacramento River,Critical,Summer,1,9.57,0.9809119377768436
1977-07-14T07:00:00Z,1977,7,EMP,D12,Confluence,Lower San Joaquin River,Critical,Summer,1,12.35,1.0916669575956846
1977-07-25T07:00:00Z,1977,7,EMP,D12,Confluence,Lower San Joaquin River,Critical,Summer,1,8.18,0.912753303671323
1977-07-25T07:00:00Z,1977,7,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Summer,1,5.4,0.7323937598229685
1977-07-25T07:00:00Z,1977,7,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,4.94,0.693726948923647
1977-07-13T07:00:00Z,1977,7,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,3.09,0.4899584794248346
1977-07-26T07:00:00Z,1977,7,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,3.4,0.5314789170422551
1977-07-13T07:00:00Z,1977,7,EMP,D19,South-Central Delta,Franks Tract,Critical,Summer,1,2.47,0.39269695325966575
1977-07-26T07:00:00Z,1977,7,EMP,D19,South-Central Delta,Franks Tract,Critical,Summer,1,3.4,0.5314789170422551
1977-07-13T07:00:00Z,1977,7,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,9.88,0.9947569445876282
1977-07-26T07:00:00Z,1977,7,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,5.56,0.7450747915820575
1977-07-13T07:00:00Z,1977,7,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,5.56,0.7450747915820575
1977-07-26T07:00:00Z,1977,7,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,5.87,0.7686381012476144
1977-07-13T07:00:00Z,1977,7,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Summer,1,3.09,0.4899584794248346
1977-07-26T07:00:00Z,1977,7,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Summer,1,3.09,0.4899584794248346
1977-07-08T07:00:00Z,1977,7,EMP,D28A,South-Central Delta,Old River,Critical,Summer,1,5.71,0.756636108245848
1977-07-21T07:00:00Z,1977,7,EMP,D28A,South-Central Delta,Old River,Critical,Summer,1,4.63,0.6655809910179531
1977-07-13T07:00:00Z,1977,7,EMP,D4,Confluence,Lower Sacramento River,Critical,Summer,1,8.65,0.9370161074648142
1977-07-26T07:00:00Z,1977,7,EMP,D4,Confluence,Lower Sacramento River,Critical,Summer,1,10.81,1.0338256939533104
1977-07-14T07:00:00Z,1977,7,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Summer,1,1.7,0.2304489213782739
1977-07-25T07:00:00Z,1977,7,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Summer,1,1.85,0.26717172840301384
1977-07-13T07:00:00Z,1977,7,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Summer,1,5.25,0.7201593034059569
1977-07-26T07:00:00Z,1977,7,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Summer,1,1.24,0.09342168516223506
1977-07-14T07:00:00Z,1977,7,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,4.94,0.693726948923647
1977-07-25T07:00:00Z,1977,7,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,4.48,0.651278013998144
1977-07-13T07:00:00Z,1977,7,EMP,D9,Suisun Bay,Honker Bay,Critical,Summer,1,6.79,0.8318697742805017
1977-07-26T07:00:00Z,1977,7,EMP,D9,Suisun Bay,Honker Bay,Critical,Summer,1,6.17,0.7902851640332417
1977-07-06T07:00:00Z,1977,7,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Summer,1,6.95,0.8419848045901139
1977-07-21T07:00:00Z,1977,7,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Summer,1,10.5,1.021189299069938
1977-07-07T07:00:00Z,1977,7,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Summer,1,219.21,2.3408603620648796
1977-07-22T07:00:00Z,1977,7,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Summer,1,27.79,1.4438885467773719
1977-07-08T07:00:00Z,1977,7,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Summer,1,10.34,1.0145205387579237
1977-07-21T07:00:00Z,1977,7,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Summer,1,12.81,1.1075491297446862
1977-07-11T07:00:00Z,1977,7,USGS-SFBRMP,2,Confluence,Confluence,Critical,Summer,1,6.5,0.8129133566428556
1977-07-11T07:00:00Z,1977,7,USGS-SFBRMP,3,Confluence,Confluence,Critical,Summer,1,6.4,0.8061799739838872
1977-07-11T07:00:00Z,1977,7,USGS-SFBRMP,4,Suisun Bay,Honker Bay,Critical,Summer,1,6.3,0.7993405494535817
1977-07-11T07:00:00Z,1977,7,USGS-SFBRMP,5,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,6.3,0.7993405494535817
1977-07-11T07:00:00Z,1977,7,USGS-SFBRMP,6,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,7.1,0.8512583487190752
1977-07-11T07:00:00Z,1977,7,USGS-SFBRMP,657,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,6.5,0.8129133566428556
1977-07-11T07:00:00Z,1977,7,USGS-SFBRMP,7,Suisun Bay,West Suisun Bay,Critical,Summer,1,6.1,0.785329835010767
1977-08-08T07:00:00Z,1977,8,EMP,C3,North Delta,Middle Sacramento River,Critical,Summer,1,10.65,1.0273496077747566
1977-08-22T07:00:00Z,1977,8,EMP,C3,North Delta,Middle Sacramento River,Critical,Summer,1,10.34,1.0145205387579237
1977-08-08T07:00:00Z,1977,8,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Summer,1,53.26,1.7264011621029225
1977-08-22T07:00:00Z,1977,8,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Summer,1,16.98,1.2299376859079338
1977-08-09T07:00:00Z,1977,8,EMP,C9,South-Central Delta,Victoria Canal,Critical,Summer,1,7.87,0.8959747323590646
1977-08-11T07:00:00Z,1977,8,EMP,D10,Confluence,Confluence,Critical,Summer,1,6.18,0.7909884750888159
1977-08-26T07:00:00Z,1977,8,EMP,D10,Confluence,Confluence,Critical,Summer,1,6.95,0.8419848045901139
1977-08-11T07:00:00Z,1977,8,EMP,D11,Confluence,Lower Sacramento River,Critical,Summer,1,5.25,0.7201593034059569
1977-08-26T07:00:00Z,1977,8,EMP,D11,Confluence,Lower Sacramento River,Critical,Summer,1,13.12,1.1179338350396415
1977-08-11T07:00:00Z,1977,8,EMP,D12,Confluence,Lower San Joaquin River,Critical,Summer,1,13.89,1.1427022457376157
1977-08-26T07:00:00Z,1977,8,EMP,D12,Confluence,Lower San Joaquin River,Critical,Summer,1,12.35,1.0916669575956846
1977-08-11T07:00:00Z,1977,8,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Summer,1,10.34,1.0145205387579237
1977-08-26T07:00:00Z,1977,8,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Summer,1,13.12,1.1179338350396415
1977-08-11T07:00:00Z,1977,8,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,6.48,0.8115750058705934
1977-08-26T07:00:00Z,1977,8,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,7.72,0.8876173003357362
1977-08-10T07:00:00Z,1977,8,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,4.63,0.6655809910179531
1977-08-25T07:00:00Z,1977,8,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Summer,1,5.71,0.756636108245848
1977-08-10T07:00:00Z,1977,8,EMP,D19,South-Central Delta,Franks Tract,Critical,Summer,1,8.95,0.951823035315912
1977-08-25T07:00:00Z,1977,8,EMP,D19,South-Central Delta,Franks Tract,Critical,Summer,1,4.79,0.6803355134145632
1977-08-10T07:00:00Z,1977,8,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,6.17,0.7902851640332417
1977-08-25T07:00:00Z,1977,8,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,9.42,0.9740509027928773
1977-08-10T07:00:00Z,1977,8,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,4.48,0.651278013998144
1977-08-25T07:00:00Z,1977,8,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,4.79,0.6803355134145632
1977-08-10T07:00:00Z,1977,8,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Summer,1,3.4,0.5314789170422551
1977-08-25T07:00:00Z,1977,8,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Summer,1,5.25,0.7201593034059569
1977-08-09T07:00:00Z,1977,8,EMP,D28A,South-Central Delta,Old River,Critical,Summer,1,12.35,1.0916669575956846
1977-08-22T07:00:00Z,1977,8,EMP,D28A,South-Central Delta,Old River,Critical,Summer,1,9.57,0.9809119377768436
1977-08-10T07:00:00Z,1977,8,EMP,D4,Confluence,Lower Sacramento River,Critical,Summer,1,12.81,1.1075491297446862
1977-08-25T07:00:00Z,1977,8,EMP,D4,Confluence,Lower Sacramento River,Critical,Summer,1,16.21,1.209783014848515
1977-08-11T07:00:00Z,1977,8,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Summer,1,1.54,0.18752072083646307
1977-08-26T07:00:00Z,1977,8,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Summer,1,1.24,0.09342168516223506
1977-08-10T07:00:00Z,1977,8,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Summer,1,3.55,0.5502283530550941
1977-08-25T07:00:00Z,1977,8,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Summer,1,2.62,0.41830129131974547
1977-08-11T07:00:00Z,1977,8,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,3.86,0.5865873046717549
1977-08-26T07:00:00Z,1977,8,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,3.24,0.5105450102066121
1977-08-10T07:00:00Z,1977,8,EMP,D9,Suisun Bay,Honker Bay,Critical,Summer,1,7.26,0.8609366207000937
1977-08-25T07:00:00Z,1977,8,EMP,D9,Suisun Bay,Honker Bay,Critical,Summer,1,6.17,0.7902851640332417
1977-08-08T07:00:00Z,1977,8,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Summer,1,15.44,1.1886472959997174
1977-08-22T07:00:00Z,1977,8,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Summer,1,20.07,1.3025473724874856
1977-08-09T07:00:00Z,1977,8,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Summer,1,61.75,1.7906369619317033
1977-08-23T07:00:00Z,1977,8,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Summer,1,86.45,1.9367649976099415
1977-08-09T07:00:00Z,1977,8,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Summer,1,14.67,1.1664301138432827
1977-08-22T07:00:00Z,1977,8,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Summer,1,7.72,0.8876173003357362
1977-09-01T07:00:00Z,1977,9,EMP,C3,North Delta,Middle Sacramento River,Critical,Fall,1,4.79,0.6803355134145632
1977-09-20T07:00:00Z,1977,9,EMP,C3,North Delta,Middle Sacramento River,Critical,Fall,1,6.33,0.8014037100173551
1977-09-01T07:00:00Z,1977,9,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Fall,1,40.14,1.6035773681514667
1977-09-20T07:00:00Z,1977,9,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Fall,1,327.28,2.5149194664903174
1977-09-02T07:00:00Z,1977,9,EMP,C9,South-Central Delta,Victoria Canal,Critical,Fall,1,5.56,0.7450747915820575
1977-09-19T07:00:00Z,1977,9,EMP,C9,South-Central Delta,Victoria Canal,Critical,Fall,1,10.81,1.0338256939533104
1977-09-08T07:00:00Z,1977,9,EMP,D10,Confluence,Confluence,Critical,Fall,1,4.63,0.6655809910179531
1977-09-22T07:00:00Z,1977,9,EMP,D10,Confluence,Confluence,Critical,Fall,1,3.71,0.5693739096150459
1977-09-08T07:00:00Z,1977,9,EMP,D11,Confluence,Lower Sacramento River,Critical,Fall,1,11.58,1.0637085593914173
1977-09-22T07:00:00Z,1977,9,EMP,D11,Confluence,Lower Sacramento River,Critical,Fall,1,12.04,1.0806264869218056
1977-09-08T07:00:00Z,1977,9,EMP,D12,Confluence,Lower San Joaquin River,Critical,Fall,1,20.84,1.318897714627487
1977-09-22T07:00:00Z,1977,9,EMP,D12,Confluence,Lower San Joaquin River,Critical,Fall,1,13.74,1.1379867327235316
1977-09-08T07:00:00Z,1977,9,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Fall,1,9.57,0.9809119377768436
1977-09-22T07:00:00Z,1977,9,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Fall,1,4.94,0.693726948923647
1977-09-08T07:00:00Z,1977,9,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,6.64,0.8221680793680175
