"","AlgaeBloomReportID","UpdatedOn","CreatedOn","RegionalBoardID","CountyID","Latitude","Longitude","ObservationDate","HasPostedSigns","HasContactWithWater","WaterBodyType","WaterBodyName","WaterBodyManager","RecLandManager","IsIncidentResoloved","IncidentInformation","TypeofSign","OfficialWaterBodyName","BloomLastVerifiedOn","BloomDeterminedBy","ApprovedforPost","UpdatedOn_Date","TypeofSign_new","days_ago_label"
"385",1961,NA,2019-05-24 15:37:52,8,13,33.667369,-117.33735,2019-04-16,"Yes","Yes",NA,"Lake Elsinore, Elmgrove Beach","City of Elsinore","City of Elsinore","No","8/23/19: Water samples were collected by Regional Water Boards. Lab results detected microcystins at elevated concentration exceeding danger recreational advisory. Posting of advisory signs are being coordinated for this lake-wide bloom
Signs recommend: 
-Stay out of the water until further notice. Do not touch scum in the water or on shore. Avoid contact with the water.
-Do not let pets or other animals drink or go into the water or go near the scum. 
-Do not eat fish or shellfish from this water. 
-Do not use this water for drinking or cooking. 
Boiling or filtering will not make the water safe. 

5/22/19: Confirmed cyanobacteria HAB is occurring lake-wide and caution advisories are posted around the lake. Water sampling was conducted in April at 6 locations and cyanotoxins were at the caution trigger level. Further water sampling is planned in June and coordinated by Regional Water Board staff.","danger","Lake Elsinore, Elmgrove Beach",2019-08-19,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"386",1962,NA,2019-05-24 15:41:26,8,13,33.666448,-117.37616,2019-04-16,"Yes","Yes",NA,"Lake Elsinore, Lake Elsinore Marina (west side)","City of Elsinore","City of Elsinore","No","7/3/19: Regional Water Board staff collected 3 water samples for testing on 6/25/19. Water testing detected microcystins above the caution advisory level. Continued posting of the caution advisory levels is recommended to prevent children and dogs contact with bloom material near the shorelines. 

5/22/19: Confirmed cyanobacteria HAB is occurring lake-wide and caution advisories are posted around the lake. Water sampling was conducted in April at 6 locations and cyanotoxins were at the caution trigger level. Further water sampling is planned in June and being coordinated by Regional Water Board staff.","caution","Lake Elsinore, Lake Elsinore Marina (west side)",2019-06-25,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"387",1963,2019-06-04 00:00:00,2019-05-24 15:48:23,9,37,33.124121,-117.20708,2019-05-14,"Yes","Yes",NA,"Lake San Marcos, near Lakehouse Hotel","Pino Vitto","Citizens Development Corp","Yes","On 5/14/19 a concerned citizen submitted a HAB inquiry regarding a suspected cyanobacteria bloom and ill wildlife at Lake San Marcos. A cyanobacteria bloom is occuring near the northern end and the lake manager posted a Caution sign as precaution. Further investigation is being coordinated by Regional Water Board staff.","caution","Lake San Marcos, near Lakehouse Hotel",2019-05-14,"Observation",TRUE,2019-06-04,"Last verified >90 days ago","Older than 90 days"
"388",1964,2019-11-19 00:00:00,2019-06-06 14:38:10,4,19,34.523661,-118.61119,2019-05-28,"No","Yes","Lake","Castaic Lake at Castaic Outlet","Department of Water Resources","Los Angeles County Parks and Recreation","No","The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below. For more information, contact Maggie Macias, DWR Information Officer, (916) 653-8743.
RESULTS:
11/13/2019: End of season samples, non-detect for microcystin. Sampling will resume in 2020. No advisory.

11/8/19: water testing conducted. Caution advisory removed. 
10/28/19: caution advisory continues
10/21/19:  microcystins 4.5 ug/L, Caution
9/23/19: no microcystins detected in water sample, no advisory
9/16/19: water sample collected, microcystins detected 0.55 ug/L, no advisory
8/23/19: water sample collected, microcystins detected, caution advisory.
8/14/19: Toxin results below advisory; no advisory posted as of 8/13/19. 
8/2/19: Microcystins detected, caution advisory continues.
7/30/19: Water sample tested, microcystins concentration 2.36 ug/L; caution advisory
7/15/19:Cyanobacteria bloom visible; water samples tested, microcystins concentration 2.28 ug/L; Caution advisory 
7/12/19: Cyanobacteria bloom visible; water samples tested, microcystins concentration 0.91 ug/L; Caution advisory recommended. DWR is coordinating posting at the lake with the county. Children and dogs should avoid discolored water and algal material near the shoreline.","none","Castaic Lake, at Castaic Outlet (surface)",2019-09-23,"Analytical",TRUE,2019-11-19,"Last verified >90 days ago","Older than 90 days"
"389",1967,2019-12-10 00:00:00,2019-06-07 14:58:48,5,4,39.5347138,-121.5875,2019-05-29,"No","No","Lake and Reservoir","Lake Oroville Thermalito Forebay Swim Beach","CA Department of Water Resources","CA Department of Water Resources and Butte County","Yes","The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below.For more information, contact Maggie Macias, DWR Information Officer, (916) 653-8743.
RESULTS:
08/26/2019: Water sample collected; no cyanobacteria detected; no advisory.Water sampling completed for the season.
8/20/19: Water sample collected; no cyanobacteria detected; no advisory.
8/13/19: water sample collected; no cyanobacteria detected; no advisory.
8/5/19: water sample collected; no toxins detected; no advisory.
7/22/19: No cyanobacteria observed; no toxin testing; no advisory.
7/15/19: No cyanobacteria observed; no toxin testing; no advisory.
7/8/19: No cyanobacteria observed; no toxin testing; no advisory.
7/1/19 - no bloom observed; no toxin testing; no advisory.
06/03/19 -no bloom observed; no toxin testing; no advisory.
05/29/19 - no bloom observed; no toxin testing; no advisory.
05/20/19 - no bloom observed; no toxin testing; no advisory.","none","Lake Oroville Thermalito Forebay Swim Beach",2019-08-26,"Analytical",TRUE,2019-12-10,"Last verified >90 days ago","Older than 90 days"
"390",1968,2021-07-23 11:28:50,2019-06-07 15:05:38,5,4,39.491825,-121.66916,2019-05-29,"No","No","Lake and Reservoir","Lake Oroville Thermalito Afterbay Swim Beach","CA Department of Water Resources","CA Department of Water Resources and Butte County","Yes","The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below.For more information, contact Maggie Macias, DWR Information Officer, (916) 653-8743.
RESULTS:
8/26/19:  No bloom observed; no toxin testing, no advisory. Cyanobacteria monitoring completed for the season.
8/20/19: No bloom observed; no toxin testing, no advisory
8/13/19: No microcystins detected; no advisory.
8/5/19: No cyanobacteria observed; no toxin testing; no advisory.
7/22/19: No cyanobacteria observed; no toxin testing; no advisory.
7/15/19: No cyanobacteria observed; no toxin testing; no advisory.
7/8/19: No cyanobacteria observed; no toxin testing; no advisory.
7/1/19: No bloom observed; no toxin testing, no advisory. 
06/04/19 - No bloom observed; toxin testing was non-detect for Anatoxin-a. The Caution advisory is being removed for this location. Other sites sampled included the Larkin Boat Ramp and the Wilbur Boat Ramp. These sites were non-detect for Anatoxin-a. No advisory at these additional sites.
06/03/19 - No bloom, observed; toxin testing was non-detect for Anatoxin-a.
05/29/19 - No bloom observed; toxin testing performed and Anatoxin-a detected (0.21 ug/L); Caution advisory for recreation recommended. CA DWR has posted signs at the boat ramp and swim beach.
05/20/19 - No bloom observed; no toxin testing; no advisory.","none","Lake Oroville Thermalito Afterbay Swim Beach",2019-08-26,"Analytical",TRUE,2021-07-23,"Last verified >90 days ago","Older than 90 days"
"391",1969,NA,2019-06-12 11:33:10,8,30,33.65595,-117.833823,2019-06-10,"No","Yes",NA,"William R Mason Regional Park","Orange County Parks District
http://www.ocparks.com/parks/william
949-923-2220",NA,"No","On 6/10/19, report indicated that a visible bloom is occuring within the lake. The Water Boards is investigating to confirm presence of a potential HAB at the location. This report will be updated with new info once available.","none","Lake at William R Mason Regional Park",2019-06-10,"Observation",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"392",1970,NA,2019-06-13 13:11:53,9,33,33.588,-117.056,2019-05-30,"Yes","No",NA,"Lake Skinner","Metropolitan Water District of Southern California",NA,"Yes","On 6/3/19, Metropolitan Water District of Southern California reported that warning advisory signs were posted throughout the lake due to a confirmed lake-wide bloom. The lake is the source for a drinking water treatment plant but was not serving water to the plant at the time of the bloom. MWD will continue monitoring water quality conditions. Note: Body-contact recreation (e.g., swimming) is not permitted at any time in Lake.
Bloom dissipated within a week, and signs were removed.

For more info contact:
Metropolitan Water District of Southern California
Paul A. Rochelle
Microbiology Unit Manager
(909)392-5155.
Dr. Rochelle provided the following update on 6/21/19: Samples collected on June 12 and analyzed by ELISA on June 13 showed greatly reduced microcystin concentrations, well below the caution level. All warning signs were removed on June 14.","warning","Lake Skinner",2019-06-13,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"393",1972,2019-06-19 00:00:00,2019-06-13 17:57:26,9,37,32.8586,-116.9171,2019-05-31,"Yes","Yes","Lake","Lindo Lake","SD County",NA,"No","2/7/2020 - Bloom observed and signs still in place that read CAUTION and explain no swimming, bathing, drinking or cooking with water, do not let pets go into or drink water, do not eat fish intestibes, filet fish and clean filet before cooking.
Carey Nagoda called park staff on 6/19/19 and found out that park staff have been taking monthly samples, ramped the frequency up due to the bloom and are using the information for a lake reclamation plan.  Additional good news is that they posted at all common fishing areas warning that the water is considered toxic and to not eat the fish.",NA,"Lindo Lake",2019-06-19,"report submitted plus talked with park staff to confirm",TRUE,2019-06-19,"Last verified >90 days ago","Older than 90 days"
"394",1973,NA,2019-06-14 10:22:35,1,12,41.173458,-124.11614,2019-06-12,"Yes","No",NA,"Big Lagoon","Humboldt County Environmental Health, (707) 445-6215","CA Dept. of Parks and Recreation
(707) 677-3570
https://www.parks.ca.gov/?page_id=416","No","8/30/19: Humboldt County Environmental Health collected water samples at the northern end and near the campground. They observed dense cyanobacteria bloom near the shorelines. Lab results detected elevated concentration of cyanotoxins. Warning advisory continues.

For more info contact:
Humboldt County Parks
https://humboldtgov.org/Facilities/Facility/Details/Big-Lagoon-2

6/12/19: Humboldt County Environmental Health continues to post the entire lagoon at warning advisory level, which recommends no swimming. Children and dogs should avoid contact with algal mats near the shoreline.","warning","Big Lagoon",2019-08-21,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"395",1975,NA,2019-06-14 14:35:59,3,27,35.812198,-120.9229,2019-05-31,"Yes","Yes",NA,"Lake San Antonio",NA,"CA Parks Company","No","8/30/19: Regional Water Board collected water samples on 8/19. Results recommend continued posting of caution advisory.

8/1/2019: Three sites were sampled and anatoxin-a was detected at 0.77, 0.7, and 0.43 ug/L. No microcystin was detected and saxitoxin and cylindrospermopsin were not measured. Caution advisory to be maintained.

6/24/19: Two samples were collected and anatoxin-a was detected at 0.19 and 0.16 ug/L, cylindrospermopsin at 0.054 ug/L, and microcystin at 0.2 ug/L. A caution advisory.

6/12/19: Parks staff confirmed that cyanobacteria is ongoing and Caution advisory signs remain posted. Water Boards plans to collect water samples for testing. 

5/31/19: CA Parks Company notified Water Boards of confirmed cyanobacteria HAB at Lake San Antonio. Caution advisory signs posted throughout the lake based on visual observations.

For more information contact: https://www.co.monterey.ca.us/government/departments-i-z/resource-management-agency-rma-/parks/lake-","caution","Lake San Antonio",2019-08-19,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"396",1976,NA,2019-06-14 15:06:17,6,36,34.282414,-117.33509,2019-05-29,"No","No",NA,"Silverwood Lake, Sawpit Swim Beach",NA,"Dept of Water Resources, San Bernadino County","No","The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below. For more information, contact the CA DWR Public Affairs Office at (916) 653-6192.
RESULTS:
10/23/19:  water sample collected, no cyanobacteria observed, No Advisory
10/14/19: caution advisory continues
10/1/19: water sample collected, microcystins 1.30 ug/L, caution advisory.
9/24/19: water sample collected, microcystins detected, caution advisory.
8/26/19: water sample collected, microcystin 4.9 ug/L, warning advisory
8/20/19: Caution advisory continues
8/14/19: Caution advisory continues
8/6/19: water samples collected; microcystins detected 2.00 ug/L; caution advisory
7/30/19: water samples collected; microcystins detected 7.48 ug/L; warning advisory
7/23/19: water sample collected; microcystins detected 92.0 ug/L; danger advisory
7/16/19: water sample collected; microcystins detected 30.8 ug/L; danger advisory
7/12/19: No cyanobacteria detected; no toxin testing, no advisory.
7/1/19:  Cyanobacteria detected in low abundance; no toxin testing, no advisory.
6/25/19:  Cyanobacteria detected in low abundance; no toxin testing, no advisory.
6/18/19: No cyanobacteria detected; no toxin testing, no advisory.
6/11/19: No cyanobacteria detected; no toxin testing, no advisory.
6/4/19: no toxins detected
5/29/19: No cyanobacteria detected; no toxin testing, no advisory.","none","Silverwood Lake, Sawpit Swim Beach",2019-10-14,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"397",1977,NA,2019-06-14 15:10:43,6,36,34.286651,-117.34285,2019-05-29,"No","No",NA,"Silverwood Lake, Cleghorn Swim Beach",NA,"Dept of Water Resources; San Bernadino County","No","The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below. For more information, contact the CA DWR Public Affairs Office at (916) 653-6192.
RESULTS:
10/29/19: caution advisory removed based on water testing.
10/23/19:  water sample collected, no cyanobacteria observed, caution advisory continues
10/14/19: Advisory ugraded to warning, no swimming recommended.
10/1/19: water sample collected, microcystins 1.18 ug/L, caution advisory continues
9/24/19: water sample collected, microcystins detected, caution advisory continues
8/26/19: water sample collected, microcystins 7.7 ug/L, warning advisory
8/20/19: Caution advisory continues
8/14/19: Caution advisory continues
8/6/19: water sample collected, microcystins not detected, caution advisory
7/23/19: water sample collected, microcystins detected 2.87 ug/L; no change in advisory
7/16/19: water sample collected, microcystins detected 2.05 ug/L; danger advisory posted due to other water testing results.
7/12/19: Cyanobacteria bloom visible; water samples tested, microcystins concentration 1.38 ug/L; caution advisory recommended.","none","Silverwood Lake, Cleghorn Swim Beach",2019-10-29,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"398",1978,NA,2019-06-14 15:15:35,4,19,34.661387,-118.76549,2019-05-29,"No","Yes",NA,"Pyramid Lake, Vaquero Swim Beach","California Department of Water Resources","California Department of Water Resources; LA County","No","The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below.For more information, contact Maggie Macias, DWR Information Officer, (916) 653-8743.
RESULTS:
11/8/19: water testing conducted. Caution advisory removed. 
10/29/19: caution advisory continues
10/22/19:  water sample collected, no microcystins detected, caution advisory continues
10/8/19: water sample collected,  cyanobacteria observed in low abundance, no toxins tested, caution advisory continues
9/24/19: water sample collected, cyanobacteria observed, caution advisory continues
9/24/19: water sample collected, no toxins detected, caution advisory continues
8/26/19: water sample collected, microcystins 1.85 ug/L, caution advisory
8/23/19: water sample collected, microcystins 0.68 ug/L, caution advisory
8/20/19: water sample tested; microcystins 2.0 ug/L; caution advisory posted
8/14/19: water sample tested; microcystins 1.93 ug/L; warning advisory continues
8/2/19: water sample tested; micocystins concentration 5.0 ug/L; caution advisory continues
7/30/19: water sample tested; micocystins concentration 3.5 ug/L; caution advisory
7/16/19: Cyanobacteria bloom visible; Microcystins detected at 3.93 ug/L; Caution advisory posted
7/12/19: Cyanobacteria bloom visible; Microcystins detected at 1.31 ug/L; Caution advisory recommended. DWR is coordinating posting at the lake with the county. Children and dogs should avoid discolored water and algal material near the shoreline.","none","Pyramid Lake, Vaquero Swim Beach",2019-10-29,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"399",1979,NA,2019-06-14 15:18:00,4,19,34.676129,-118.7815,2019-05-29,"No","Yes",NA,"Pyramid Lake, Emigrant Landing Swim Beach","California Department of Water Resources","California Department of Water Resources; LA County","No","The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below.For more information, contact Maggie Macias, DWR Information Officer, (916) 653-8743.
RESULTS:
11/8/19: water testing conducted. Caution advisory removed. 
10/29/19: caution advisory continues
10/22/19:  water sample collected, no cyanobacteria observed, caution advisory continues
10/8/19: water sample collected, no cyanobacteria observed, caution advisory continues
10/1/19: water sample collected, microcystins not detected, caution advisory continues
9/24/19: water sample collected, microcystins detected, caution advisory continues
8/26/19: water sample, 0.57 ug/L microcystins, caution advisory remains
8/23/19: water sample collected, microcystins 1.02 ug/L, caution advisory
8/20/19:  water sample collected; microcystins 4 ug/L; caution advisory continues
8/14/19: water sample collected; microcystins 1.41 ug/L; caution advisory continues
8/2/19:water sample collected;no cyanobacteria present; caution advisory
7/30/19: water sample collected; microcystins not detected; caution advisory
7/16/19: water sample collected; microcystins concentration 0.53 ug/L; caution advisory
7/12/19: water samples collected; microcystins not detected, other toxins not analyzed; no advisory recommended.","none","Pyramid Lake, Emigrant Landing Swim Beach",2019-10-29,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"400",1980,NA,2019-06-14 15:22:24,4,19,34.50474,-118.61252,2019-05-29,"No","Yes",NA,"Castaic Lagoon Swim Beach","California Department of Water Resources","California Department of Water Resources; LA County","No","The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below. For more information, contact Maggie Macias, DWR Information Officer, (916) 653-8743.
RESULTS:
11/8/19: water testing conducted. Caution advisory removed. 
10/28/19: caution advisory continues
10/21/19:  no cyanobacteria observed by microscopy, Caution advisory
10/7/19: water sample collected, no cyanobacteria observed, caution advisory 
9/23/19: low abundance of cyanobacteria, microcystin not tested, no advisory
9/16/19: water sample collected, no toxins detected, no advisory.
8/26/19: water sample,  no cyanobacteria detection, caution advisory continues
8/23/19: water sample collected, microcystins not detected, caution advisory.
8/14/19: Water sample collected, microcystins below advisory level; caution advisory no longer posted as of 8/13/19.
8/2/19: No cyanobacteria detection, caution advisory continues.
7/30/19:  Water sample did not detect cyanobacteria; no toxins tested; caution advisory continues
7/15/19: Water sample did not detect cyanobacteria; no toxins tested; caution advisory continues
7/12/19: Cyanobacteria bloom visible; water samples tested, microcystins not detected; caution advisory recommended.","none","Castaic Lagoon Swim Beach",2019-10-28,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"401",1981,2019-11-19 00:00:00,2019-06-14 15:25:24,4,19,34.52029,-118.60034,2019-05-28,"No","Yes",NA,"Castaic Lake, Boat Launch","California Department of Water Resources","California Department of Water Resources; LA County","No","The California Department of Water Resources (CA DWR) monitors the State Water Project facilities for cyanobacteria and cyanotoxins.  This is one of the monitoring locations.  Results of the monitoring are listed below. For more information, contact Maggie Macias, DWR Information Officer, (916) 653-8743.
RESULTS:
11/13/2019: End of season samples, non-detect for microcystin. Sampling will resume in 2020. No advisory.
11/8/19: Water testing conducted. Caution advisory removed. 
10/28/19: caution advisory continues
10/21/19:  microcystins 0.88 ug/L, Caution advisory
10/7/19: water sample collected, 1.86 microcystin ug/L, caution advisory 
9/23/19: 0.49 microcystin ug/L, no advisory
9/16/19: water sample collected, microcystins not detected, no advisory.
8/26/19: water sample collected, microcystins 0.88 ug/L, caution advisory.
8/23/19: water sample collected, microcystins detected, caution advisory.
8/14/19: Water sample collected, microcystins below advisory level; caution advisory no longer posted as of 8/13/19.
8/2/19: Microcystins detection, caution advisory continues
7/30/19: water sample tested, microcystins concentration 2.03 ug/L; caution advisory
7/15/19: Cyanobacteria bloom visible; water samples tested, microcystins concentration 2.88 ug/L; Caution advisory 
7/12/19: Cyanobacteria bloom visible; water samples tested, microcystins concentration 0.93 ug/L; Caution advisory recommended. DWR is coordinating posting at the lake with the county. Children and dogs should avoid discolored water and algal material near the shoreline.","none","Castaic Lake, Boat Launch",2019-10-28,"Both",TRUE,2019-11-19,"Last verified >90 days ago","Older than 90 days"
"402",1982,NA,2019-06-17 10:04:07,1,12,41.25229,-124.09629,2019-06-14,"Yes","Yes",NA,"Stone Lagoon","Humboldt County Environmental Health, (707) 445-6215","CA Dept. of Parks and Recreation
(707) 677-3570
https://www.parks.ca.gov/?page_id=416","No","8/30/19: Humbolt County Environmental Health collected water samples at the boat dock and northern park area. They observed dense cyanobacteria and floating mats. Lab results detected elevated concentration of cyanotoxins. Danger advisory continues and renewed recommendation to keep children and dogs out of the water and avoid all surface mats. 

6/14/19: Humbolt County Environmental Health continues to post Stone Lagoon at Danger advisory level, which recommends no water contact. This area has a history of toxic cyanobacteria mats floating near the surface and along the shoreline, avoid contact by children and pets.","danger","Stone Lagoon, northern end",2019-08-21,"Analytical",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"403",1983,2019-08-27 00:00:00,2019-06-18 18:09:15,5,4,39.77168,-121.78201,2019-06-15,"Yes","Yes","Lake/Reservoir","Horseshoe Lake","City of Chico Parks Department (530) 896-7800","City of Chico Parks Department (530) 896-7800","Yes","08/27/2019: UPDATE - Water conditions at the lake have improved and the bloom appears to have dissipated.  City of Chico is removing barricades around the lake, and to educate park users, the City of Chico is posting an algae advisory sign at the lake to inform pet owners on how to report a bloom and how to protect their pets. Contact the City of Chico Park Division at (530) 896-7800 for more information.

08/06/2019: UPDATE - New water samples were collected on July 31. Results are pending. Contact the city of Chico Parks Department (530) 896-7800 for more information.

07/06/2019: UPDATE - July 29 samples had microscopy done and no cyanobacteria were found in the samples.  No toxin testing was done. Another sampling is scheduled for July 31, 2019. The public is urged to follow all signs and keep pets out of the water until it is safe to do so.

07/19/2019: UPDATE - City of Chico Parks Department has resampled the lake and sent the samples off to be analzyed. Analysis is pending. The public is urged to keep their pets out of the water until the bloom has fully subsided.

06/28/19: Staff visited the site on 06/25/19 and observed the presence of a cyanobacteria bloom. Lab results found the presence of 3 different potential toxin producers in the bloom and found 2 cyanotoxins - Microcystin and Saxitoxin. A Warning Advisory is recommended. Butte County Env. Health posting signs. City of Chico Parks has cordoned off access to lake. Pet owners advised to keep dogs and horses out of the lake till bloom subsides. 

6/20/19: County issued warning advisory to inform the public to avoid contact with lake water during the investigation. Regional Water Board is coordinating with the county to collect samples for water testing. 

06/18/2019 - UNDER INVESTIGATION - on June 15, 2019 a suspicious bloom was reported at Horseshoe Lake. Caller observed bright green scums and streaks on the surface of the water.  No swimming is permitted in the lake, but dogs are allowed in the water. Central Valley Water Board assisting City of Chico Parks Department on bloom response.","none","Horseshoe Lake",2019-08-06,"Observation",TRUE,2019-08-27,"Last verified >90 days ago","Older than 90 days"
"404",1986,NA,2019-06-21 07:10:53,8,36,34.206974,-117.40481,2019-06-01,"Yes","Yes",NA,"Glen Helen Regional Park Lakes",NA,"Glen Helen Regional Park District","Yes","10/31/19: San Bernardino County conducted water testing and recommends posting of Caution advisory signs. 

8/2/19: Regional Parks staff reported fish kill at one of the lakes in the park. The cyanobacteria bloom has spread and is lake-wide in both lakes. 

7/9/19: Water testing confirmed presence of cyanobacteria bloom and low concentrations of cyanotoxins. Water Boards has recommended posting of caution signs. The public are urged to prevent children and dogs contact with the lake water.

7/2/19: Regional Water Board staff conducted field investigation and confirmed cyanobacteria bloom occuring in the large lake. Caution is recommended to prevent water contact with dogs and children. Water samples were collected for cyanotoxin testing, sample testing results expected next week.

6/21/19: The Regional Parks district reported potential cyanobacteria bloom occuring in Glen Helen lakes. Regional Water Board staff are coordinating field investigation.","caution","Glen Helen Regional Park Lakes",2019-10-31,"Both",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"405",1987,NA,2019-06-21 14:03:57,3,42,34.57849,-119.9566,2019-06-10,"No","Yes",NA,"Lake Cachuma","Cachuma Operation & Maintenance Board   https://www.cachuma-board.org/   (805) 687-4011","Santa Barbara County Parks
https://countyofsb.org/parks/cachuma.sbc  (805) 681-4200","No","6/20/19: Cyanobacteria bloom confirmed at Lake Cachuma. Regional Water Board is coordinating public health postings near recreational access points for boating activities and fishing. The lake does not allow swimming from the shore.","caution - recommended","Lake Cachuma",2019-06-15,"analytical",TRUE,NA,"Last verified >90 days ago","Older than 90 days"
"406",1988,2019-10-24 00:00:00,2019-06-24 10:38:40,2,1,37.846563,-122.23053,2019-06-17,"Yes","Yes","Lake","Lake Temescal","East Bay Regional Park District","East Bay Regional Park District","No","Closed to swimming for the season. Caution sign posted due to visible cyanobacteria; no toxins were detected in samples. For more information see Parks website: https://www.ebparks.org/about/stewardship/water/cyanobacteria_(blue_green_algae)_updates.htm","caution","Lake Temescal",2019-11-04,"Analytical Test",TRUE,2019-10-24,"Last verified >90 days ago","Older than 90 days"
"407",1990,2019-09-16 00:00:00,2019-07-02 18:52:16,5,17,39.024,-122.788,2019-06-11,"No","No","Lake/Reservoir","Clear Lake Upper Arm (UA-01)","Lake County","Not applicable (open water)","No","Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes.  Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins.
RESULTS for Upper Arm (UA-01) Site:
08/16/2019: Non-Detect; No advisory for recreation
07/12/2019: Non-Detect; No advisory for recreation
06/09/2019: Non-Detect; No advisory for recreation","none","Clear Lake Upper Arm (UCD site UA-01)",2019-08-16,"Analytical",TRUE,2019-09-16,"Last verified >90 days ago","Older than 90 days"
"408",1991,2019-09-16 00:00:00,2019-07-02 18:55:06,5,17,39.061,-122.817,2019-06-09,"No","No","Lake/Reservoir","Clear Lake Upper Arm (UA-06)","Lake County","Not applicable (open water)","No","Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes.  Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins.
RESULTS for Upper Arm UA-06 site:
08/16/2019: Non-Detect; No advisory for recreation
07/12/2019: Non-Detect; No advisory for recreation
06/09/2019: Non-Detect; No advisory for recreation","none","Clear Lake Upper Arm (UCDavis site UA-06)",2019-08-16,"Analytical",TRUE,2019-09-16,"Last verified >90 days ago","Older than 90 days"
"409",1992,2019-09-16 00:00:00,2019-07-02 18:57:26,5,17,39.061,-122.873,2019-06-09,"No","No","Lake/Reservoir","Clear Lake Upper Arm (UA-07)","Lake County","Not applicable (open water)","No","Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes.  Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins.
09/03/2019: Non-Detect; No advisory for recreation
08/16/2019: Non-Detect; No advisory for recreation
07/12/2019: Non-Detect; No advisory for recreation
06/09/2019: Non-Detect; No advisory for recreation","none","Clear Lake Upper Arm (UC Davis site UA-07)",2019-08-31,"Analytical",TRUE,2019-09-16,"Last verified >90 days ago","Older than 90 days"
"410",1993,2019-09-16 00:00:00,2019-07-02 18:59:31,5,17,39.094,-122.847,2019-06-09,"No","No","Lake/Reservoir","Clear Lake Upper Arm (UA-08)","Lake County","Not applicable (open water)","No","Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes.  Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins.
08-16-2019: Non-Detect; No advisory for recreation
07-12-2019: Non-Detect; No advisory for recreation
06-09-2019: Non-Detect; No advisory for recreation","none","Clear Lake Upper Arm (UC Davis site UA-08)",2019-08-16,"Analytical",TRUE,2019-09-16,"Last verified >90 days ago","Older than 90 days"
"411",1994,2019-09-16 00:00:00,2019-07-02 19:01:30,5,17,39.028,-122.745,2019-06-09,"No","No","Lake/Reservoir","Clear Lake Narrows (NR-02)","Lake County","Not applicable (open water)","No","Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes.  Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins.
08-31-2019: Non-Detect; No advisory for recreation
08-16-2019: Non-Detect; No advisory for recreation
07-12-2019: Non-Detect; No advisory for recreation
06-09-2019: Non-Detect; No advisory for recreation","none","Clear Lake Narrows (UC Davis site NR-02)",2019-08-31,"Analytical",TRUE,2019-09-16,"Last verified >90 days ago","Older than 90 days"
