"","Station","Stratum","Stratum2","Year","Date","DateTime","Taxon","Genus","Species","AlgalType","Count","OrganismsPerMl"
"1006","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",4,364.17
"1007","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Hippodonta capitata","Hippodonta",NA,"Pennate Diatom",1,91.04
"1008","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Lagerheimia genevensis","Lagerheimia",NA,"Green Alga",2,182.09
"1009","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Merismopedia tenuissima","Merismopedia",NA,"Cyanobacterium",1,91.04
"1010","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Monoraphidium convolutum","Monoraphidium",NA,"Green Alga",1,91.04
"1011","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Monoraphidium minutum","Monoraphidium",NA,"Green Alga",4,364.17
"1012","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",2,182.09
"1013","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",3,273.13
"1014","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Pseudanabaena arcuata","Pseudanabaena",NA,"Cyanobacterium",3,273.13
"1015","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",2,182.09
"1016","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Stephanocyclus meneghiniana","Stephanocyclus",NA,"Centric Diatom",1,91.04
"1017","P8","Southern Delta","South Delta",2014,2014-09-16,2014-09-16 12:40:00,"Tetrastrum staurogeniaeforme","Tetrastrum",NA,"Green Alga",1,91.04
"1018","D8",NA,NA,2014,2014-09-18,2014-09-18 11:10:00,"cf. Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",3,569.02
"1019","D8",NA,NA,2014,2014-09-18,2014-09-18 11:10:00,"cf. Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",1,189.67
"1020","D8",NA,NA,2014,2014-09-18,2014-09-18 11:10:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",415,78714.67
"1021","D4","Lower Sacramento","Lower Sac",2014,2014-09-18,2014-09-18 12:35:00,"Chaetoceros sp.","Chaetoceros",NA,"Centric Diatom",2,758.7
"1022","D4","Lower Sacramento","Lower Sac",2014,2014-09-18,2014-09-18 12:35:00,"Chroococcus dispersus","Chroococcus",NA,"Cyanobacterium",2,758.7
"1023","D4","Lower Sacramento","Lower Sac",2014,2014-09-18,2014-09-18 12:35:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",413,156670.65
"1024","D4","Lower Sacramento","Lower Sac",2014,2014-09-18,2014-09-18 12:35:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",2,758.7
"1025","D4","Lower Sacramento","Lower Sac",2014,2014-09-18,2014-09-18 12:35:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,379.35
"1026","D7",NA,NA,2014,2014-09-19,2014-09-19 11:15:00,"cf. Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",5,689.72
"1027","D7",NA,NA,2014,2014-09-19,2014-09-19 11:15:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,137.94
"1028","D7",NA,NA,2014,2014-09-19,2014-09-19 11:15:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",414,57109.09
"1029","D7",NA,NA,2014,2014-09-19,2014-09-19 11:15:00,"Fragilaria vaucheriae","Fragilaria",NA,"Pennate Diatom",1,137.94
"1030","D7",NA,NA,2014,2014-09-19,2014-09-19 11:15:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",1,137.94
"1031","D7",NA,NA,2014,2014-09-19,2014-09-19 11:15:00,"Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,137.94
"1032","D41A",NA,NA,2014,2014-09-22,2014-09-22 11:05:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",383,52832.81
"1033","D41A",NA,NA,2014,2014-09-22,2014-09-22 11:05:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",2,275.89
"1034","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"cf. Eutreptiella sp.","Eutreptiella",NA,"Euglenoid",1,56.9
"1035","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"cf. Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",5,284.51
"1036","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"cf. Protoperidinium sp.","Protoperidinium",NA,"Dinoflagellate",1,56.9
"1037","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,56.9
"1038","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",373,21224.51
"1039","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",4,227.61
"1040","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,113.8
"1041","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,56.9
"1042","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,56.9
"1043","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"Phacus parvulus","Phacus",NA,"Euglenoid",1,56.9
"1044","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",14,796.63
"1045","D41",NA,NA,2014,2014-09-22,2014-09-22 12:10:00,"Pseudokephyrion sp.","Pseudokephyrion",NA,"Chrysophyte",3,170.71
"1046","D6",NA,NA,2014,2014-09-22,2014-09-22 13:55:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",406,61606.09
"1047","D6",NA,NA,2014,2014-09-22,2014-09-22 13:55:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",1,151.74
"1048","D6",NA,NA,2014,2014-09-22,2014-09-22 13:55:00,"Pleurosigma salinarum","Pleurosigma",NA,"Pennate Diatom",1,151.74
"1049","C3A","Upper Sacramento","Upper Sac",2014,2014-09-26,2014-09-26 07:30:00,"cf. Synechococcus sp.","Synechococcus",NA,"Cyanobacterium",37,6238.16
"1050","C3A","Upper Sacramento","Upper Sac",2014,2014-09-26,2014-09-26 07:30:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",346,58335.27
"1051","C3A","Upper Sacramento","Upper Sac",2014,2014-09-26,2014-09-26 07:30:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",5,843
"1052","C3A","Upper Sacramento","Upper Sac",2014,2014-09-26,2014-09-26 07:30:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",1,168.6
"1053","C3A","Upper Sacramento","Upper Sac",2014,2014-09-26,2014-09-26 07:30:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,168.6
"1054","C3A","Upper Sacramento","Upper Sac",2014,2014-09-26,2014-09-26 07:30:00,"Navicula capitatoradiata","Navicula",NA,"Pennate Diatom",1,168.6
"1055","C3A","Upper Sacramento","Upper Sac",2014,2014-09-26,2014-09-26 07:30:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",1,168.6
"1056","C3A","Upper Sacramento","Upper Sac",2014,2014-09-26,2014-09-26 07:30:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",8,1348.79
"1057","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Achnanthidium minutissimum","Achnanthidium",NA,"Pennate Diatom",1,81.29
"1058","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"cf. Encyonopsis sp.","Encyonopsis",NA,"Pennate Diatom",1,81.29
"1059","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"cf. Euglena sp.","Euglena",NA,"Euglenoid",1,81.29
"1060","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"cf. Planothidium delicatulum","Planothidium",NA,"Pennate Diatom",1,81.29
"1061","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Chroococcus dispersus","Chroococcus",NA,"Cyanobacterium",2,162.58
"1062","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",388,31540.06
"1063","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",2,162.58
"1064","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Craticula buderi","Craticula",NA,"Pennate Diatom",1,81.29
"1065","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",1,81.29
"1066","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",5,406.44
"1067","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Geissleria decussis","Geissleria",NA,"Pennate Diatom",1,81.29
"1068","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Hippodonta cf. capitata","Hippodonta",NA,"Pennate Diatom",3,243.87
"1069","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Navicula sp.","Navicula",NA,"Pennate Diatom",4,325.16
"1070","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Navicula sp.","Navicula",NA,"Pennate Diatom",1,81.29
"1071","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Navicula viridula var. rostellata","Navicula",NA,"Pennate Diatom",2,162.58
"1072","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Nitzschia fruticosa","Nitzschia",NA,"Pennate Diatom",1,81.29
"1073","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",2,162.58
"1074","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",4,325.16
"1075","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",3,243.87
"1076","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Planothidium dubium","Planothidium",NA,"Pennate Diatom",1,81.29
"1077","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Planothidium rostratum","Planothidium",NA,"Pennate Diatom",1,81.29
"1078","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Planothidium sp.","Planothidium",NA,"Pennate Diatom",1,81.29
"1079","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Sellaphora pupula","Sellaphora",NA,"Pennate Diatom",2,162.58
"1080","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Stephanocyclus meneghiniana","Stephanocyclus",NA,"Centric Diatom",3,243.87
"1081","C10A",NA,NA,2014,2014-09-26,2014-09-26 11:05:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",1,81.29
"1082","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",1,175.08
"1083","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"cf. Planktolyngbya limnetica","Planktolyngbya",NA,"Cyanobacterium",1,175.08
"1084","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"cf. Rhabdoderma lineare","Rhabdoderma",NA,"Cyanobacterium",1,175.08
"1085","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Chroococcus dispersus","Chroococcus",NA,"Cyanobacterium",23,4026.92
"1086","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",295,51649.67
"1087","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",8,1400.67
"1088","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",54,9454.52
"1089","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",2,350.17
"1090","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",4,700.33
"1091","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Nitzschia fonticola","Nitzschia",NA,"Pennate Diatom",2,350.17
"1092","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,175.08
"1093","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",3,525.25
"1094","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Pseudanabaena arcuata","Pseudanabaena",NA,"Cyanobacterium",7,1225.59
"1095","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Synechococcus sp.","Synechococcus",NA,"Cyanobacterium",11,1925.92
"1096","D19","Franks Tract","Franks",2014,2014-10-01,2014-10-01 12:30:00,"Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,175.08
"1097","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Bacillaria paxillifer","Bacillaria",NA,"Pennate Diatom",3,303.48
"1098","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"cf. Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",8,809.28
"1099","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"cf. Rhabdoderma lineare","Rhabdoderma",NA,"Cyanobacterium",52,5260.29
"1100","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Chlamydomonas globosa","Chlamydomonas",NA,"Green Alga",2,202.32
"1101","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Chlamydonephris pomiformis","Chlamydonephris",NA,"Green Alga",1,101.16
"1102","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Chroococcus dispersus","Chroococcus",NA,"Cyanobacterium",9,910.43
"1103","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",246,24885.22
"1104","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",11,1112.75
"1105","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",46,4653.33
"1106","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",1,101.16
"1107","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,101.16
"1108","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Merismopedia tenuissima","Merismopedia",NA,"Cyanobacterium",1,101.16
"1109","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Monoraphidium minutum","Monoraphidium",NA,"Green Alga",1,101.16
"1110","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",9,910.43
"1111","D28A","Old and Middle river","OMR",2014,2014-10-01,2014-10-01 13:40:00,"Pseudanabaena arcuata","Pseudanabaena",NA,"Cyanobacterium",10,1011.59
"1112","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",2,505.8
"1113","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"cf. Synechococcus sp.","Synechococcus",NA,"Cyanobacterium",13,3287.68
"1114","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Chlamydomonas globosa","Chlamydomonas",NA,"Green Alga",1,252.9
"1115","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",3,758.7
"1116","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Chroococcus dispersus","Chroococcus",NA,"Cyanobacterium",2,505.8
"1117","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",328,82950.72
"1118","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",3,758.7
"1119","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",46,11633.33
"1120","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,252.9
"1121","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",2,505.8
"1122","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Hillea sp.","Hillea",NA,"Cryptophyte",1,252.9
"1123","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Merismopedia tenuissima","Merismopedia",NA,"Cyanobacterium",1,252.9
"1124","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,252.9
"1125","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",2,505.8
"1126","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Planktothrix suspensa","Planktothrix",NA,"Cyanobacterium",1,252.9
"1127","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Pseudanabaena arcuata","Pseudanabaena",NA,"Cyanobacterium",2,505.8
"1128","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",3,758.7
"1129","D26","Lower San Joaquin","Lower SJ",2014,2014-10-02,2014-10-02 10:30:00,"Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,252.9
"1130","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",7,354.06
"1131","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"cf. Synechocystis aquatilis","Synechocystis",NA,"Cyanobacterium",7,354.06
"1132","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Chlamydomonas gloeopara","Chlamydomonas",NA,"Green Alga",1,50.58
"1133","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",1,50.58
"1134","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Chroococcus dispersus","Chroococcus",NA,"Cyanobacterium",1,50.58
"1135","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",292,14769.28
"1136","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",37,1871.45
"1137","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",25,1264.49
"1138","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",6,303.48
"1139","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",5,252.9
"1140","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Goniochloris sp.","Goniochloris",NA,"Xanthophyte",1,50.58
"1141","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",14,708.12
"1142","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Merismopedia tenuissima","Merismopedia",NA,"Cyanobacterium",1,50.58
"1143","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Monoraphidium minutum","Monoraphidium",NA,"Green Alga",5,252.9
"1144","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,50.58
"1145","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",3,151.74
"1146","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Scenedesmus sp.","Scenedesmus",NA,"Green Alga",2,101.16
"1147","MD10A","Eastern Delta","East Delta",2014,2014-10-02,2014-10-02 11:40:00,"Synechococcus sp.","Synechococcus",NA,"Cyanobacterium",14,708.12
"1148","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Bacillaria paxillifer","Bacillaria",NA,"Pennate Diatom",1,91.04
"1149","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"cf. Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",15,1365.65
"1150","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"cf. Synechococcus sp.","Synechococcus",NA,"Cyanobacterium",6,546.26
"1151","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Chlamydomonas sp.","Chlamydomonas",NA,"Green Alga",2,182.09
"1152","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",3,273.13
"1153","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Chroococcus dispersus","Chroococcus",NA,"Cyanobacterium",21,1911.91
"1154","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",280,25492.17
"1155","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",27,2458.17
"1156","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",93,8467.04
"1157","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",6,546.26
"1158","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",3,273.13
"1159","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Monoraphidium convolutum","Monoraphidium",NA,"Green Alga",1,91.04
"1160","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",2,182.09
"1161","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",7,637.3
"1162","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Pseudanabaena arcuata","Pseudanabaena",NA,"Cyanobacterium",1,91.04
"1163","P8","Southern Delta","South Delta",2014,2014-10-02,2014-10-02 13:00:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",3,273.13
"1164","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Achnanthidium minutissimum","Achnanthidium",NA,"Pennate Diatom",1,151.74
"1165","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"cf. Carteria sp.","Carteria",NA,"Green Alga",1,151.74
"1166","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"cf. Synechococcus sp.","Synechococcus",NA,"Cyanobacterium",10,1517.39
"1167","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",10,1517.39
"1168","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",372,56446.96
"1169","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",2,303.48
"1170","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,151.74
"1171","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Encyonopsis sp.","Encyonopsis",NA,"Pennate Diatom",1,151.74
"1172","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Epithemia sorex","Epithemia",NA,"Pennate Diatom",1,151.74
"1173","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",3,455.22
"1174","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Hillea sp.","Hillea",NA,"Cryptophyte",1,151.74
"1175","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Navicula sp.","Navicula",NA,"Pennate Diatom",1,151.74
"1176","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Nitzschia gracilis","Nitzschia",NA,"Pennate Diatom",1,151.74
"1177","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Nitzschia sociabilis","Nitzschia",NA,"Pennate Diatom",1,151.74
"1178","C3A","Upper Sacramento","Upper Sac",2014,2014-10-03,2014-10-03 08:50:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",2,303.48
