Region,StationCode,SpeciesID,Density,Month,Year,Season,Survey,Biomass,Grazing
Suisun Bay,299,Corbicula fluminea,0,10,2008,Fall,GRTS,0,0
Suisun Bay,299,Potamocorbula amurensis,1463,5,2008,Spring,GRTS,1.37,0.46
Suisun Bay,299,Potamocorbula amurensis,2717,10,2008,Fall,GRTS,5.49,1.9
Confluence,300,Potamocorbula amurensis,95,5,2008,Spring,GRTS,0.48,0.16
Confluence,300,Potamocorbula amurensis,361,10,2008,Fall,GRTS,0.64,0.24
Confluence,300,Corbicula fluminea,779,5,2008,Spring,GRTS,36.1,2.42
Confluence,300,Corbicula fluminea,494,10,2008,Fall,GRTS,35.1,1.93
Suisun Bay,676,Corbicula fluminea,0,5,2008,Spring,GRTS,0,0
Suisun Bay,676,Corbicula fluminea,0,10,2008,Fall,GRTS,0,0
Suisun Bay,676,Potamocorbula amurensis,133,5,2008,Spring,GRTS,0.69,0.28
Suisun Bay,676,Potamocorbula amurensis,152,10,2008,Fall,GRTS,1.09,0.42
SouthCentral,677,Corbicula fluminea,0,5,2008,Spring,GRTS,0,0
SouthCentral,677,Corbicula fluminea,19,10,2008,Fall,GRTS,0,NA
SouthCentral,677,Potamocorbula amurensis,0,5,2008,Spring,GRTS,0,0
SouthCentral,677,Potamocorbula amurensis,0,10,2008,Fall,GRTS,0,0
SouthCentral,678,Potamocorbula amurensis,0,5,2008,Spring,GRTS,0,0
SouthCentral,678,Potamocorbula amurensis,0,10,2008,Fall,GRTS,0,0
SouthCentral,678,Corbicula fluminea,1976,5,2008,Spring,GRTS,65.6,4.4
SouthCentral,678,Corbicula fluminea,2622,10,2008,Fall,GRTS,71.7,3.11
Confluence,680,Corbicula fluminea,76,5,2008,Spring,GRTS,0.29,0.03
Confluence,680,Corbicula fluminea,399,10,2008,Fall,GRTS,0.37,0.02
Confluence,680,Potamocorbula amurensis,19,5,2008,Spring,GRTS,0.16,0.05
Confluence,680,Potamocorbula amurensis,152,10,2008,Fall,GRTS,0,NA
Suisun Marsh,684,Potamocorbula amurensis,38,5,2008,Spring,GRTS,0.13,0.05
Suisun Marsh,684,Potamocorbula amurensis,209,10,2008,Fall,GRTS,0.06,0.02
Suisun Marsh,684,Corbicula fluminea,532,5,2008,Spring,GRTS,58,3.87
Suisun Marsh,684,Corbicula fluminea,665,10,2008,Fall,GRTS,35,2.03
Confluence,696,Potamocorbula amurensis,0,5,2008,Spring,GRTS,0,0
Confluence,696,Potamocorbula amurensis,0,10,2008,Fall,GRTS,0,0
Confluence,696,Corbicula fluminea,494,5,2008,Spring,GRTS,6.81,0.6
Confluence,696,Corbicula fluminea,2109,10,2008,Fall,GRTS,9.15,0.57
SouthCentral,706,Potamocorbula amurensis,0,5,2008,Spring,GRTS,0,0
SouthCentral,706,Potamocorbula amurensis,0,10,2008,Fall,GRTS,0,0
SouthCentral,706,Corbicula fluminea,171,5,2008,Spring,GRTS,0.09,NA
SouthCentral,706,Corbicula fluminea,1254,10,2008,Fall,GRTS,26.3,1.87
SouthCentral,1,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,1,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,1,Corbicula fluminea,1083,5,2009,Spring,GRTS,31.3,2.36
SouthCentral,1,Corbicula fluminea,2128,10,2009,Fall,GRTS,5.86,0.42
SouthCentral,2,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,2,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,2,Corbicula fluminea,4389,5,2009,Spring,GRTS,126.43,4.68
SouthCentral,2,Corbicula fluminea,5548,10,2009,Fall,GRTS,122,4.63
Confluence,3,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
Confluence,3,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Confluence,3,Corbicula fluminea,1273,5,2009,Spring,GRTS,23.6,1.42
Confluence,3,Corbicula fluminea,2850,10,2009,Fall,GRTS,14.15,0.8
Suisun Bay,4,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
Suisun Bay,4,Potamocorbula amurensis,2147,5,2009,Spring,GRTS,2.8,1.01
Suisun Bay,4,Potamocorbula amurensis,11837,10,2009,Fall,GRTS,17.2,4.9
Suisun Bay,4,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
SouthCentral,5,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
SouthCentral,5,Corbicula fluminea,19,10,2009,Fall,GRTS,0,NA
SouthCentral,5,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,5,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,6,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,6,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,6,Corbicula fluminea,1121,5,2009,Spring,GRTS,19.2,1.54
SouthCentral,6,Corbicula fluminea,1026,10,2009,Fall,GRTS,0.42,0.03
SouthCentral,7,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,7,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,7,Corbicula fluminea,323,5,2009,Spring,GRTS,31.5,1.96
SouthCentral,7,Corbicula fluminea,1235,10,2009,Fall,GRTS,12.97,NA
Confluence,8,Corbicula fluminea,19,5,2009,Spring,GRTS,1.4,0.09
Confluence,8,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Confluence,8,Potamocorbula amurensis,323,5,2009,Spring,GRTS,1.6,0.6
Confluence,8,Potamocorbula amurensis,19,10,2009,Fall,GRTS,0,NA
SouthCentral,9,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,9,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,9,Corbicula fluminea,95,5,2009,Spring,GRTS,3.17,0.22
SouthCentral,9,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
SouthCentral,10,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,10,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,10,Corbicula fluminea,1216,5,2009,Spring,GRTS,4.69,0.36
SouthCentral,10,Corbicula fluminea,2679,10,2009,Fall,GRTS,1.54,0.08
Suisun Marsh,11,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
Suisun Marsh,11,Potamocorbula amurensis,3420,5,2009,Spring,GRTS,19.7,6.16
Suisun Marsh,11,Potamocorbula amurensis,3116,10,2009,Fall,GRTS,21,7.09
Suisun Marsh,11,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Confluence,12,Potamocorbula amurensis,38,5,2009,Spring,GRTS,0.06,0.02
Confluence,12,Potamocorbula amurensis,19,10,2009,Fall,GRTS,0,NA
Confluence,12,Corbicula fluminea,133,5,2009,Spring,GRTS,3.61,0.23
Confluence,12,Corbicula fluminea,304,10,2009,Fall,GRTS,7.32,0.44
Confluence,13,Potamocorbula amurensis,437,5,2009,Spring,GRTS,1.32,0.5
Confluence,13,Potamocorbula amurensis,95,10,2009,Fall,GRTS,1.52,0.58
Confluence,13,Corbicula fluminea,1406,5,2009,Spring,GRTS,22.1,1.22
Confluence,13,Corbicula fluminea,12426,10,2009,Fall,GRTS,55.9,2.68
Suisun Marsh,15,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Marsh,15,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Marsh,15,Potamocorbula amurensis,8607,5,2009,Spring,GRTS,20.4,6.12
Suisun Marsh,15,Potamocorbula amurensis,5567,10,2009,Fall,GRTS,34.9,10.63
Suisun Bay,16,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,16,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,16,Potamocorbula amurensis,304,5,2009,Spring,GRTS,3.1,1.15
Suisun Bay,16,Potamocorbula amurensis,76,10,2009,Fall,GRTS,0.93,0.36
SouthCentral,17,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,17,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,17,Corbicula fluminea,1957,5,2009,Spring,GRTS,107.1,6
SouthCentral,17,Corbicula fluminea,2223,10,2009,Fall,GRTS,112,4.45
SouthCentral,18,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,18,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,18,Corbicula fluminea,2546,5,2009,Spring,GRTS,99.7,5.05
SouthCentral,18,Corbicula fluminea,12426,10,2009,Fall,GRTS,80.1,4.29
SouthCentral,19,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
SouthCentral,19,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
SouthCentral,19,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,19,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Suisun Bay,20,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,20,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,20,Potamocorbula amurensis,3420,5,2009,Spring,GRTS,6.5,2.17
Suisun Bay,20,Potamocorbula amurensis,1919,10,2009,Fall,GRTS,2.99,1.06
SouthCentral,21,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,21,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,21,Corbicula fluminea,1159,5,2009,Spring,GRTS,7.64,0.68
SouthCentral,21,Corbicula fluminea,38,10,2009,Fall,GRTS,7.25,0.58
SouthCentral,22,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,22,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,22,Corbicula fluminea,1995,5,2009,Spring,GRTS,128.7,6.3
SouthCentral,22,Corbicula fluminea,5282,10,2009,Fall,GRTS,7.02,0.41
SouthCentral,23,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,23,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,23,Corbicula fluminea,3097,5,2009,Spring,GRTS,164.8,5.08
SouthCentral,23,Corbicula fluminea,1558,10,2009,Fall,GRTS,80.9,2.72
Confluence,24,Corbicula fluminea,38,5,2009,Spring,GRTS,1.01,0.07
Confluence,24,Corbicula fluminea,608,10,2009,Fall,GRTS,3.46,0.22
Confluence,24,Potamocorbula amurensis,19,5,2009,Spring,GRTS,0.01,NA
Confluence,24,Potamocorbula amurensis,437,10,2009,Fall,GRTS,0.01,NA
SouthCentral,25,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
SouthCentral,25,Corbicula fluminea,114,10,2009,Fall,GRTS,0,0.05
SouthCentral,25,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,25,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,26,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,26,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,26,Corbicula fluminea,1805,5,2009,Spring,GRTS,56.9,3.26
SouthCentral,26,Corbicula fluminea,2337,10,2009,Fall,GRTS,57.5,3.13
Suisun Marsh,27,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Marsh,27,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Marsh,27,Potamocorbula amurensis,5396,5,2009,Spring,GRTS,17.2,5.36
Suisun Marsh,27,Potamocorbula amurensis,2356,10,2009,Fall,GRTS,12.9,4.51
Confluence,28,Potamocorbula amurensis,57,5,2009,Spring,GRTS,0.07,0.03
Confluence,28,Potamocorbula amurensis,247,10,2009,Fall,GRTS,0.12,0.05
Confluence,28,Corbicula fluminea,19,5,2009,Spring,GRTS,0.97,0.06
Confluence,28,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Confluence,29,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
Confluence,29,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Confluence,29,Corbicula fluminea,114,5,2009,Spring,GRTS,0.01,NA
Confluence,29,Corbicula fluminea,475,10,2009,Fall,GRTS,10.4,0.59
SouthCentral,30,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,30,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,30,Corbicula fluminea,95,5,2009,Spring,GRTS,0.02,NA
SouthCentral,30,Corbicula fluminea,1045,10,2009,Fall,GRTS,0.09,NA
Suisun Bay,31,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,31,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,31,Potamocorbula amurensis,1900,5,2009,Spring,GRTS,1.74,0.62
Suisun Bay,31,Potamocorbula amurensis,26334,10,2009,Fall,GRTS,6.18,1.75
SouthCentral,33,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,33,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,33,Corbicula fluminea,190,5,2009,Spring,GRTS,0.18,0.01
SouthCentral,33,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
SouthCentral,34,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,34,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,34,Corbicula fluminea,456,5,2009,Spring,GRTS,0.63,0.05
SouthCentral,34,Corbicula fluminea,4199,10,2009,Fall,GRTS,2.75,0.18
North,35,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
North,35,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
North,35,Corbicula fluminea,1406,5,2009,Spring,GRTS,0.91,0.06
North,35,Corbicula fluminea,1596,10,2009,Fall,GRTS,3.05,0.19
Suisun Bay,36,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,36,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,36,Potamocorbula amurensis,1558,5,2009,Spring,GRTS,3.3,1.16
Suisun Bay,36,Potamocorbula amurensis,3021,10,2009,Fall,GRTS,12.3,4.05
SouthCentral,37,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,37,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,37,Corbicula fluminea,532,5,2009,Spring,GRTS,0.31,0.03
SouthCentral,37,Corbicula fluminea,76,10,2009,Fall,GRTS,0,0
SouthCentral,38,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,38,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,38,Corbicula fluminea,494,5,2009,Spring,GRTS,0.15,0.01
SouthCentral,38,Corbicula fluminea,513,10,2009,Fall,GRTS,0.28,0.02
SouthCentral,39,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,39,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,39,Corbicula fluminea,1254,5,2009,Spring,GRTS,32.7,1.81
SouthCentral,39,Corbicula fluminea,3686,10,2009,Fall,GRTS,11.9,0.65
Confluence,40,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
Confluence,40,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Confluence,40,Corbicula fluminea,152,5,2009,Spring,GRTS,6.99,0.46
Confluence,40,Corbicula fluminea,437,10,2009,Fall,GRTS,13.2,0.75
SouthCentral,41,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
SouthCentral,41,Corbicula fluminea,57,10,2009,Fall,GRTS,0.01,NA
SouthCentral,41,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,41,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,42,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
SouthCentral,42,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Suisun Bay,43,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,43,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,43,Potamocorbula amurensis,570,5,2009,Spring,GRTS,0.36,0.14
Suisun Bay,43,Potamocorbula amurensis,5909,10,2009,Fall,GRTS,8.33,2.67
Confluence,44,Corbicula fluminea,266,5,2009,Spring,GRTS,8.88,0.58
Confluence,44,Corbicula fluminea,209,10,2009,Fall,GRTS,7.34,0.43
Confluence,44,Potamocorbula amurensis,1406,5,2009,Spring,GRTS,2.96,1.07
Confluence,44,Potamocorbula amurensis,703,10,2009,Fall,GRTS,6.11,2.22
Confluence,45,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
Confluence,45,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Confluence,45,Corbicula fluminea,1064,5,2009,Spring,GRTS,4.98,0.38
Confluence,45,Corbicula fluminea,3781,10,2009,Fall,GRTS,12.2,0.67
SouthCentral,46,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,46,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,46,Corbicula fluminea,1805,5,2009,Spring,GRTS,52.4,2.79
SouthCentral,46,Corbicula fluminea,3952,10,2009,Fall,GRTS,142,6.07
Suisun Bay,47,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,47,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,47,Potamocorbula amurensis,1349,5,2009,Spring,GRTS,3.7,1.21
Suisun Bay,47,Potamocorbula amurensis,4446,10,2009,Fall,GRTS,14.5,4.82
SouthCentral,50,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
SouthCentral,50,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Confluence,301,Corbicula fluminea,38,5,2009,Spring,GRTS,1.76,0.13
Confluence,301,Corbicula fluminea,133,10,2009,Fall,GRTS,2.05,0.13
Confluence,301,Potamocorbula amurensis,38,5,2009,Spring,GRTS,1.21,0.48
Confluence,301,Potamocorbula amurensis,76,10,2009,Fall,GRTS,0.39,0.15
SouthCentral,302,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,302,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,302,Corbicula fluminea,855,5,2009,Spring,GRTS,8,0.62
SouthCentral,302,Corbicula fluminea,969,10,2009,Fall,GRTS,0.05,NA
Suisun Bay,303,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,303,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,303,Potamocorbula amurensis,114,5,2009,Spring,GRTS,0.2,0.08
Suisun Bay,303,Potamocorbula amurensis,190,10,2009,Fall,GRTS,0.6,0.23
SouthCentral,306,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,306,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,306,Corbicula fluminea,4142,5,2009,Spring,GRTS,308.4,6.72
SouthCentral,306,Corbicula fluminea,2337,10,2009,Fall,GRTS,69,2.83
North,307,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
North,307,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
North,307,Corbicula fluminea,1007,5,2009,Spring,GRTS,26.4,1.29
North,307,Corbicula fluminea,1691,10,2009,Fall,GRTS,43.5,2.25
Confluence,308,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Confluence,308,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Confluence,308,Potamocorbula amurensis,9671,5,2009,Spring,GRTS,19.5,5.8
Confluence,308,Potamocorbula amurensis,6441,10,2009,Fall,GRTS,16.2,5.13
SouthCentral,309,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,309,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,309,Corbicula fluminea,152,5,2009,Spring,GRTS,7.71,0.69
SouthCentral,309,Corbicula fluminea,266,10,2009,Fall,GRTS,0.02,NA
SouthCentral,310,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,310,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,310,Corbicula fluminea,285,5,2009,Spring,GRTS,0.01,NA
SouthCentral,310,Corbicula fluminea,38,10,2009,Fall,GRTS,0,0
Suisun Bay,311,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,311,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,311,Potamocorbula amurensis,874,5,2009,Spring,GRTS,0.61,0.23
Suisun Bay,311,Potamocorbula amurensis,10545,10,2009,Fall,GRTS,7.26,2.3
Confluence,312,Potamocorbula amurensis,114,5,2009,Spring,GRTS,0.08,0.03
Confluence,312,Potamocorbula amurensis,38,10,2009,Fall,GRTS,0.41,0.16
Confluence,312,Corbicula fluminea,437,5,2009,Spring,GRTS,15,0.85
Confluence,312,Corbicula fluminea,1026,10,2009,Fall,GRTS,12.3,0.68
SouthCentral,314,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,314,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,314,Corbicula fluminea,2622,5,2009,Spring,GRTS,106,4.9
SouthCentral,314,Corbicula fluminea,5890,10,2009,Fall,GRTS,83.9,4.06
Suisun Marsh,315,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Marsh,315,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Marsh,315,Potamocorbula amurensis,4750,5,2009,Spring,GRTS,9.96,3.24
Suisun Marsh,315,Potamocorbula amurensis,9234,10,2009,Fall,GRTS,6.28,2.08
Suisun Marsh,316,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Marsh,316,Corbicula fluminea,19,10,2009,Fall,GRTS,0,0
Suisun Marsh,316,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
Suisun Marsh,316,Potamocorbula amurensis,114,10,2009,Fall,GRTS,0.08,0.03
Confluence,317,Potamocorbula amurensis,19,5,2009,Spring,GRTS,0.03,0.01
Confluence,317,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Confluence,317,Corbicula fluminea,1539,5,2009,Spring,GRTS,26.7,1.56
Confluence,317,Corbicula fluminea,2907,10,2009,Fall,GRTS,25.4,1.38
Confluence,318,Corbicula fluminea,342,5,2009,Spring,GRTS,15.1,0.85
Confluence,318,Corbicula fluminea,114,10,2009,Fall,GRTS,2.16,0.14
Confluence,318,Potamocorbula amurensis,19,5,2009,Spring,GRTS,0,NA
Confluence,318,Potamocorbula amurensis,19,10,2009,Fall,GRTS,0,NA
Suisun Bay,319,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,319,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,319,Potamocorbula amurensis,247,5,2009,Spring,GRTS,3.4,1.27
Suisun Bay,319,Potamocorbula amurensis,608,10,2009,Fall,GRTS,9.19,3.2
SouthCentral,321,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,321,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,321,Corbicula fluminea,532,5,2009,Spring,GRTS,7.09,0.56
SouthCentral,321,Corbicula fluminea,1254,10,2009,Fall,GRTS,13.1,0.91
SouthCentral,322,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
SouthCentral,322,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Confluence,323,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
Confluence,323,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Confluence,323,Corbicula fluminea,494,5,2009,Spring,GRTS,32.5,1.75
Confluence,323,Corbicula fluminea,2166,10,2009,Fall,GRTS,5.42,0.33
Suisun Bay,324,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Bay,324,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Bay,324,Potamocorbula amurensis,665,5,2009,Spring,GRTS,0.6,0.22
Suisun Bay,324,Potamocorbula amurensis,8417,10,2009,Fall,GRTS,7.12,2.22
SouthCentral,325,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,325,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,325,Corbicula fluminea,95,5,2009,Spring,GRTS,4.27,0.43
SouthCentral,325,Corbicula fluminea,19,10,2009,Fall,GRTS,0,0
SouthCentral,326,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,326,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,326,Corbicula fluminea,95,5,2009,Spring,GRTS,0.03,NA
SouthCentral,326,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
SouthCentral,327,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,327,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,327,Corbicula fluminea,171,5,2009,Spring,GRTS,11.7,0.83
SouthCentral,327,Corbicula fluminea,133,10,2009,Fall,GRTS,0,NA
Confluence,328,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Confluence,328,Corbicula fluminea,19,10,2009,Fall,GRTS,0.01,NA
Confluence,328,Potamocorbula amurensis,7258,5,2009,Spring,GRTS,63.7,16.9
Confluence,328,Potamocorbula amurensis,1235,10,2009,Fall,GRTS,4.14,1.47
SouthCentral,329,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,329,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,329,Corbicula fluminea,1710,5,2009,Spring,GRTS,30.3,1.63
SouthCentral,329,Corbicula fluminea,1900,10,2009,Fall,GRTS,23.9,1.21
SouthCentral,330,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,330,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,330,Corbicula fluminea,3496,5,2009,Spring,GRTS,104.4,4.19
SouthCentral,330,Corbicula fluminea,1159,10,2009,Fall,GRTS,7.76,0.47
Suisun Marsh,331,Corbicula fluminea,0,5,2009,Spring,GRTS,0,0
Suisun Marsh,331,Corbicula fluminea,0,10,2009,Fall,GRTS,0,0
Suisun Marsh,331,Potamocorbula amurensis,494,5,2009,Spring,GRTS,0.67,0.25
Suisun Marsh,331,Potamocorbula amurensis,494,10,2009,Fall,GRTS,0.48,0.18
Confluence,332,Corbicula fluminea,323,5,2009,Spring,GRTS,3.04,0.19
Confluence,332,Corbicula fluminea,437,10,2009,Fall,GRTS,6.42,0.37
Confluence,332,Potamocorbula amurensis,437,5,2009,Spring,GRTS,0.58,0.22
Confluence,332,Potamocorbula amurensis,627,10,2009,Fall,GRTS,5.07,1.84
Confluence,333,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
Confluence,333,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
Confluence,333,Corbicula fluminea,665,5,2009,Spring,GRTS,15.5,0.82
Confluence,333,Corbicula fluminea,2280,10,2009,Fall,GRTS,6.39,0.38
SouthCentral,334,Potamocorbula amurensis,0,5,2009,Spring,GRTS,0,0
SouthCentral,334,Potamocorbula amurensis,0,10,2009,Fall,GRTS,0,0
SouthCentral,334,Corbicula fluminea,1292,5,2009,Spring,GRTS,1.09,0.08
SouthCentral,334,Corbicula fluminea,1444,10,2009,Fall,GRTS,1.32,0.09
